"name","variation","diy","buy","sell","color_1","color_2","size","miles_price","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","type","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"star shades","Yellow","No","880",220.0,"Yellow","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassStar0",4240.0,"y4n8SisxyS7dGRWL7"
"star shades","Pink","No","880",220.0,"Pink","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassStar1",11192.0,"PCZAYraP9kdaqnZy7"
"star shades","Blue","No","880",220.0,"Light blue","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassStar2",11193.0,"h4zk6rrWiX94jefGH"
"star shades","Purple","No","880",220.0,"Purple","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassStar3",11194.0,"GiBvxa93RwTN46zhE"
"star shades","Green","No","880",220.0,"Green","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassStar4",11195.0,"PaF6nho2LRBu5x7Pi"
"steampunk glasses","Green","No","1300",325.0,"Brown","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassSteampunk0",4685.0,"uANDLz5EDWphoM3Lc"
"steampunk glasses","Purple","No","1300",325.0,"Brown","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassSteampunk1",11505.0,"Rhhrv89PGEMbdbdPt"
"sticky rice","White","No","490",122.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy","AccessoryMouth","No","For sale","AccessoryMouthRice",4652.0,"isnXDFfGkHKKB8bMP"
"superhero mask","Black","No","1040",260.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","fairy tale; theatrical; work","AccessoryEye","Yes","For sale","AccessoryGlassHeromaskBlack",4684.0,"fK2Xz8nxAebSkWNdE"
"tiny shades","Gold","No","1100",275.0,"Yellow","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cool","fairy tale; formal","AccessoryEye","Yes","For sale","AccessoryGlassMini0",4461.0,"DnZtrKfwj3MAy6PZc"
"tiny shades","Black","No","1100",275.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","fairy tale; formal","AccessoryEye","Yes","For sale","AccessoryGlassMini1",11215.0,"tCxZoqcR8egLcu4oh"
"tiny shades","Berry red","No","1100",275.0,"Red","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","fairy tale; formal","AccessoryEye","Yes","For sale","AccessoryGlassMini2",11216.0,"8YkgkHp2z5tycST3j"
"tortoise specs","Brown","No","1040",260.0,"Brown","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassTortoiseshell0",4460.0,"kqomsYL33TB7zaNtY"
"tortoise specs","Beige","No","1040",260.0,"Orange","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassTortoiseshell1",11079.0,"jewJFqgFQTHKyAKTz"
"tortoise specs","Black","No","1040",260.0,"Black","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassTortoiseshell2",11080.0,"fEshNAFDwcyo9v2fX"
"triangle shades","Red","No","880",220.0,"Red","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle0",4242.0,"cw8m5tS85qMGGnpy9"
"triangle shades","Orange","No","880",220.0,"Orange","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle1",11203.0,"cR58LxuFK4Kcxh7fc"
"triangle shades","Blue","No","880",220.0,"Light blue","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle2",11204.0,"xSM4vD2KSok5cjo6p"
"triangle shades","Purple","No","880",220.0,"Purple","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle3",11205.0,"vAuSuBJcAfyMR6wk7"
"triangle shades","Green","No","880",220.0,"Green","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle4",11206.0,"4edkdodmNhmpkSCBo"
"triangle shades","White","No","880",220.0,"White","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle5",11207.0,"QpAQQTRoBmcjNBeEK"
"triangle shades","Black","No","880",220.0,"Black","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassTriangle6",11208.0,"vGHab8KFNDFRgW5h6"
"wooden-frame glasses","Brown","No","1560",390.0,"Brown","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassWood0",4669.0,"dbnqry4vZBvK6LrS2"
"wooden-frame glasses","Dark brown","No","1560",390.0,"Brown","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassWood1",11093.0,"2MufTC9TPErbryyKS"
