"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","miles_price","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"loft bed with desk","Pink","NA","Red stripes","Bedding","No","No","Yes","3","7700",1925.0,"Pink","Colorful","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Desk","No","Does not play music","No lighting","For sale","FtrBeddesk_Remake_7_7","7_7",3621.0,"37PZa9BD8Asg5B3jR"
"log bed","Dark wood","Lumber type","Southwestern flair","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Brown","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_0_0","0_0",4041.0,"Wg9uF8DBwAYuXe2bP"
"log bed","Dark wood","Lumber type","Geometric print","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Brown","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_0_1","0_1",4041.0,"rMHBphuQBNDMtj22S"
"log bed","Dark wood","Lumber type","Bears","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Brown","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_0_2","0_2",4041.0,"4CMfQ9HQPaD6ytqpH"
"log bed","Dark wood","Lumber type","Quilted","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Brown","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_0_3","0_3",4041.0,"GX5ppDoiytQkgXipG"
"log bed","Orange wood","Lumber type","Southwestern flair","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Orange","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_1_0","1_0",4041.0,"jPLXPmDFFZ3ob5Wq3"
"log bed","Orange wood","Lumber type","Geometric print","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Orange","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_1_1","1_1",4041.0,"2Jou98abehvtzXfkj"
"log bed","Orange wood","Lumber type","Bears","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Orange","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_1_2","1_2",4041.0,"dn594ZdqymwuaJzBC"
"log bed","Orange wood","Lumber type","Quilted","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Orange","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_1_3","1_3",4041.0,"Saxh7Rr79JdBHjpxE"
"log bed","White wood","Lumber type","Southwestern flair","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Beige","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_2_0","2_0",4041.0,"5nWo3nyNndc5HQ7Ax"
"log bed","White wood","Lumber type","Geometric print","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Beige","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_2_1","2_1",4041.0,"wYroCxap7Zb4RzXvR"
"log bed","White wood","Lumber type","Bears","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Beige","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_2_2","2_2",4041.0,"h2F43bfYWx9EPkkyT"
"log bed","White wood","Lumber type","Quilted","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Beige","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_2_3","2_3",4041.0,"dW2r9KtrJYpHe4NuF"
"log bed","White birch","Lumber type","Southwestern flair","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"White","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_3_0","3_0",4041.0,"42D7Xw2fxxfb9hoze"
"log bed","White birch","Lumber type","Geometric print","Bedding","Yes","No","Yes","6","NFS",3600.0,"White","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_3_1","3_1",4041.0,"LNG2ZLzWKq9zpmvtq"
"log bed","White birch","Lumber type","Bears","Bedding","Yes","No","Yes","6","NFS",3600.0,"White","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_3_2","3_2",4041.0,"3yR9yR7Mb8z9PxXpE"
"log bed","White birch","Lumber type","Quilted","Bedding","Yes","No","Yes","6","NFS",3600.0,"White","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrLogBedW_Remake_3_3","3_3",4041.0,"bfYegZnABpDmgSjer"
"log bench","Dark wood","Lumber type","NA","NA","Yes","Yes","No","1","NFS",600.0,"Brown","Beige","2x1","NA","Crafting",,"1.0.0","garden","None","log","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrLogStoolL_Remake_0_0","0_0",4042.0,"KpHAa8CESiKWtadT7"
"log bench","Orange wood","Lumber type","NA","NA","Yes","Yes","No","1","NFS",600.0,"Orange","Beige","2x1","NA","Crafting",,"1.0.0","garden","None","log","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrLogStoolL_Remake_1_0","1_0",4042.0,"SuNySzCAMoc3no4Gs"
"log bench","White wood","Lumber type","NA","NA","Yes","Yes","No","1","NFS",600.0,"Beige","Beige","2x1","NA","Crafting",,"1.0.0","garden","None","log","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrLogStoolL_Remake_2_0","2_0",4042.0,"YkfgE6cbA7qwEWqjB"
"log bench","White birch","Lumber type","NA","NA","Yes","Yes","No","1","NFS",600.0,"White","Beige","2x1","NA","Crafting",,"1.0.0","garden","None","log","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrLogStoolL_Remake_3_0","3_0",4042.0,"BHFw6FYJapJzftSWs"
"log chair","Dark wood","Lumber type","None","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Brown","Brown","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_0_0","0_0",4039.0,"FGGhyTHbY9ez4Ez3j"
"log chair","Dark wood","Lumber type","Southwestern flair","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Brown","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_0_1","0_1",4039.0,"DNaS4awK4G9nxe2Wb"
"log chair","Dark wood","Lumber type","Geometric print","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Brown","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_0_2","0_2",4039.0,"tQfDkxG7Jdxj7pN7c"
"log chair","Dark wood","Lumber type","Bears","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Brown","Brown","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_0_3","0_3",4039.0,"PxYggFoTTtkcL326g"
"log chair","Dark wood","Lumber type","Quilted","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Brown","Light blue","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_0_4","0_4",4039.0,"f8ie9zEXToBJg7exq"
"log chair","Orange wood","Lumber type","None","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Orange","Orange","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_1_0","1_0",4039.0,"xDuAdsB7LEf4jBBrh"
"log chair","Orange wood","Lumber type","Southwestern flair","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Orange","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_1_1","1_1",4039.0,"xQx2BYkFgcSYH7geJ"
"log chair","Orange wood","Lumber type","Geometric print","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Orange","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_1_2","1_2",4039.0,"wrosk7GEpHGP9Mrht"
"log chair","Orange wood","Lumber type","Bears","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Orange","Brown","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_1_3","1_3",4039.0,"P56uXpAQg5Mc9Jt3R"
"log chair","Orange wood","Lumber type","Quilted","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Orange","Light blue","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_1_4","1_4",4039.0,"QFoFZCk7ETrjxW8zC"
"log chair","White wood","Lumber type","None","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Beige","Beige","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_2_0","2_0",4039.0,"QrTc74doPhxhHWyqj"
"log chair","White wood","Lumber type","Southwestern flair","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Beige","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_2_1","2_1",4039.0,"RLmAeJAP6SZesao9E"
"log chair","White wood","Lumber type","Geometric print","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Beige","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_2_2","2_2",4039.0,"7MTHmTmqpN65zxGDW"
"log chair","White wood","Lumber type","Bears","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Beige","Brown","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_2_3","2_3",4039.0,"Sm2H2LGfXSwcy2igK"
"log chair","White wood","Lumber type","Quilted","Cushion","Yes","Yes","Yes","3","NFS",960.0,"Beige","Light blue","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_2_4","2_4",4039.0,"qfMM8ChwLjMxS8upD"
"log chair","White birch","Lumber type","None","Cushion","Yes","Yes","Yes","3","NFS",960.0,"White","White","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_3_0","3_0",4039.0,"x9xhkzs3MoT4ZkvG8"
"log chair","White birch","Lumber type","Southwestern flair","Cushion","Yes","No","Yes","3","NFS",960.0,"White","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_3_1","3_1",4039.0,"aXr2FmPM6xC9izLo7"
"log chair","White birch","Lumber type","Geometric print","Cushion","Yes","No","Yes","3","NFS",960.0,"White","Colorful","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_3_2","3_2",4039.0,"SgzfRLCiAKBN2ZFjp"
"log chair","White birch","Lumber type","Bears","Cushion","Yes","No","Yes","3","NFS",960.0,"White","Brown","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_3_3","3_3",4039.0,"K6MssatzNF4WJxL7D"
"log chair","White birch","Lumber type","Quilted","Cushion","Yes","No","Yes","3","NFS",960.0,"White","Light blue","1x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaS_Remake_3_4","3_4",4039.0,"728NN38nLD4y9mCWj"
"log decorative shelves","Dark wood","Lumber type","None","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Brown","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_0_0","0_0",4036.0,"XP6Mm78G4snmDxzHJ"
"log decorative shelves","Dark wood","Lumber type","Southwestern flair","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Brown","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_0_1","0_1",4036.0,"P3gfyaF5sRF9RAQGa"
"log decorative shelves","Dark wood","Lumber type","Geometric print","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Brown","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_0_2","0_2",4036.0,"soGmED5KCyyLvtSdA"
"log decorative shelves","Dark wood","Lumber type","Bears","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Brown","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_0_3","0_3",4036.0,"DNJvfFj8vMg8Fduav"
"log decorative shelves","Dark wood","Lumber type","Quilted","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Brown","Light blue","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_0_4","0_4",4036.0,"rQgNDjRmcdWDsAZTr"
"log decorative shelves","Orange wood","Lumber type","None","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Orange","Orange","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_1_0","1_0",4036.0,"92veCoMa2rsZWMabR"
"log decorative shelves","Orange wood","Lumber type","Southwestern flair","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Orange","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_1_1","1_1",4036.0,"bFSjAhDG2LhSFDubG"
"log decorative shelves","Orange wood","Lumber type","Geometric print","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Orange","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_1_2","1_2",4036.0,"fihjZvDxPsh3iwYSa"
"log decorative shelves","Orange wood","Lumber type","Bears","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Orange","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_1_3","1_3",4036.0,"w4XLoYzr2fQdfXAyo"
"log decorative shelves","Orange wood","Lumber type","Quilted","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Orange","Light blue","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_1_4","1_4",4036.0,"ffvkbSpjTq8vqbxrr"
"log decorative shelves","White wood","Lumber type","None","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Beige","Beige","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_2_0","2_0",4036.0,"HmmwHMa7KnWCbzAMp"
"log decorative shelves","White wood","Lumber type","Southwestern flair","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Beige","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_2_1","2_1",4036.0,"GvtcJzgdFfSvYDsMW"
"log decorative shelves","White wood","Lumber type","Geometric print","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Beige","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_2_2","2_2",4036.0,"avgbzA8cEguPhxBHm"
"log decorative shelves","White wood","Lumber type","Bears","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Beige","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_2_3","2_3",4036.0,"JbF4GKXbGuEQBx4RX"
"log decorative shelves","White wood","Lumber type","Quilted","Mat","Yes","Yes","Yes","4","NFS",1560.0,"Beige","Light blue","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_2_4","2_4",4036.0,"sYFYuagAvpkZ5vjdL"
"log decorative shelves","White birch","Lumber type","None","Mat","Yes","Yes","Yes","4","NFS",1560.0,"White","White","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_3_0","3_0",4036.0,"8FapKZva2Rm4H2gya"
"log decorative shelves","White birch","Lumber type","Southwestern flair","Mat","Yes","No","Yes","4","NFS",1560.0,"White","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_3_1","3_1",4036.0,"8sRnTz2EA6CHa7XvC"
"log decorative shelves","White birch","Lumber type","Geometric print","Mat","Yes","No","Yes","4","NFS",1560.0,"White","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_3_2","3_2",4036.0,"wSMN6RC9wkbm9wcSu"
"log decorative shelves","White birch","Lumber type","Bears","Mat","Yes","No","Yes","4","NFS",1560.0,"White","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_3_3","3_3",4036.0,"4LCgow3wH2izXcXFj"
"log decorative shelves","White birch","Lumber type","Quilted","Mat","Yes","No","Yes","4","NFS",1560.0,"White","Light blue","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrLogShelf_Remake_3_4","3_4",4036.0,"cg3EH7zYuZPi7jhzW"
"log dining table","Dark wood","Lumber type","None","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Brown","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_0_0","0_0",4040.0,"PLFqDCtsS8ZCurt24"
"log dining table","Dark wood","Lumber type","Southwestern flair","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Brown","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_0_1","0_1",4040.0,"8dQZZwHc2qeFHLtTG"
"log dining table","Dark wood","Lumber type","Geometric print","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Brown","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_0_2","0_2",4040.0,"rTgtiQugyiTEgEr88"
"log dining table","Dark wood","Lumber type","Bears","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Brown","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_0_3","0_3",4040.0,"Bg4DcuhkuH58mdtsX"
"log dining table","Dark wood","Lumber type","Quilted","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Brown","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_0_4","0_4",4040.0,"6DzbewyBCFbHJGuaF"
"log dining table","Orange wood","Lumber type","None","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Orange","Orange","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_1_0","1_0",4040.0,"Cdcv2Gj5shBG3oWdZ"
"log dining table","Orange wood","Lumber type","Southwestern flair","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Orange","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_1_1","1_1",4040.0,"56xtLfinPxTRHM3tr"
"log dining table","Orange wood","Lumber type","Geometric print","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Orange","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_1_2","1_2",4040.0,"QwdE4Z5aBXcbT5DX5"
"log dining table","Orange wood","Lumber type","Bears","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Orange","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_1_3","1_3",4040.0,"MCMXMq7HP6RK9fQhp"
"log dining table","Orange wood","Lumber type","Quilted","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Orange","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_1_4","1_4",4040.0,"rSRTYkXudBS6Crxb7"
"log dining table","White wood","Lumber type","None","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Beige","Beige","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_2_0","2_0",4040.0,"T8gc984bvqfGKoLYH"
"log dining table","White wood","Lumber type","Southwestern flair","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Beige","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_2_1","2_1",4040.0,"E9f9KYDrijzxm642f"
"log dining table","White wood","Lumber type","Geometric print","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Beige","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_2_2","2_2",4040.0,"PhGckxSnwG7xoei2J"
"log dining table","White wood","Lumber type","Bears","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Beige","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_2_3","2_3",4040.0,"hfMfYDgJKWzqHCThz"
"log dining table","White wood","Lumber type","Quilted","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"Beige","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_2_4","2_4",4040.0,"GtZHMxjePQFvcs8tM"
"log dining table","White birch","Lumber type","None","Placemats","Yes","Yes","Yes","4","NFS",1800.0,"White","White","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_3_0","3_0",4040.0,"GBJX6dzugGGd7WDTu"
"log dining table","White birch","Lumber type","Southwestern flair","Placemats","Yes","No","Yes","4","NFS",1800.0,"White","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_3_1","3_1",4040.0,"KMkjaPx3zbZmXKfXd"
"log dining table","White birch","Lumber type","Geometric print","Placemats","Yes","No","Yes","4","NFS",1800.0,"White","Colorful","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_3_2","3_2",4040.0,"ZBtZNthRZHePDDCwm"
"log dining table","White birch","Lumber type","Bears","Placemats","Yes","No","Yes","4","NFS",1800.0,"White","Brown","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_3_3","3_3",4040.0,"dzxi5Pihxi8iuJ2dB"
"log dining table","White birch","Lumber type","Quilted","Placemats","Yes","No","Yes","4","NFS",1800.0,"White","Light blue","2x2","NA","Crafting",,"1.0.0","garden","living room","log","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrLogTableL_Remake_3_4","3_4",4040.0,"29qrKahcSX9ixqX5d"
"log extra-long sofa","Dark wood","Lumber type","None","Cushions","Yes","Yes","Yes","4","NFS",1920.0,"Brown","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaL_Remake_0_0","0_0",4044.0,"WHb7Cfx9ZygQtXsEi"
"log extra-long sofa","Dark wood","Lumber type","Southwestern flair","Cushions","Yes","Yes","Yes","4","NFS",1920.0,"Brown","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaL_Remake_0_1","0_1",4044.0,"kWAc3Wgxm4eYaMdLM"
"log extra-long sofa","Dark wood","Lumber type","Geometric print","Cushions","Yes","Yes","Yes","4","NFS",1920.0,"Brown","Colorful","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaL_Remake_0_2","0_2",4044.0,"4Xd2PPbgQJAbA2qBC"
"log extra-long sofa","Dark wood","Lumber type","Bears","Cushions","Yes","Yes","Yes","4","NFS",1920.0,"Brown","Brown","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaL_Remake_0_3","0_3",4044.0,"ERiCjDQ8epn5izxyi"
"log extra-long sofa","Dark wood","Lumber type","Quilted","Cushions","Yes","Yes","Yes","4","NFS",1920.0,"Brown","Light blue","2x1","NA","Crafting",,"1.0.0","garden","living room","log","None","Yes","Sofa","No","Does not play music","No lighting","Not for sale","FtrLogSofaL_Remake_0_4","0_4",4044.0,"4iF5MDtH7YEEkb5es"
