"name","variation","diy","buy","sell","color_1","color_2","size","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"kilt","Red","No","1000",250.0,"Red","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","BottomsTexSkirtAlineKilt0",3337.0,"8BGPGtvekJsqBcLiQ"
"kilt","Black","No","1000",250.0,"Black","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","BottomsTexSkirtAlineKilt1",9239.0,"BpTEQtbEi68wMeaL9"
"kilt","Navy blue","No","1000",250.0,"Blue","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","BottomsTexSkirtAlineKilt2",9240.0,"swhKFsdKc9E5g5bkS"
"kilt","Green","No","1000",250.0,"Green","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","BottomsTexSkirtAlineKilt3",9241.0,"ZTaoikkNirDS3dxEF"
"knit pants","Gray","No","910",227.0,"Gray","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexPantsNormalKnit0",5707.0,"z6pi693sEwe2AxrAy"
"knit pants","Brown","No","910",227.0,"Brown","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexPantsNormalKnit1",9258.0,"EJAfqqEGESkh2oyzo"
"knit pants","Light blue","No","910",227.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexPantsNormalKnit2",9259.0,"xWXnRrYrrjneP9bHB"
"knit pants","Red","No","910",227.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexPantsNormalKnit3",9260.0,"PJLeRXCxuP6DJKqAY"
"knit skirt","Brown","No","910",227.0,"Beige","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtBoxAran0",5414.0,"F7Xac2bbWiCJCZ2C4"
"knit skirt","Light blue","No","910",227.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtBoxAran1",11344.0,"whbwsoMENpvy8qHZj"
"knit skirt","Pink","No","910",227.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtBoxAran2",11345.0,"LXBhPXRpPKmaRCdNN"
"knit skirt","Mustard","No","910",227.0,"Yellow","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtBoxAran3",11346.0,"DFx48KndN2WNz75Rm"
"kung-fu pants","Navy blue","No","1680",420.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; sporty","No","For sale","BottomsTexPantsWideKungfu0",4331.0,"xT2tRs9QEz8Abq35H"
"kung-fu pants","White","No","1680",420.0,"White","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; sporty","No","For sale","BottomsTexPantsWideKungfu1",11391.0,"gLeocYifHqdNsHEG6"
"kung-fu pants","Light blue","No","1680",420.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; sporty","No","For sale","BottomsTexPantsWideKungfu2",11392.0,"t5mvyqPadXRFwiNZg"
"kung-fu pants","Yellow","No","1680",420.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; sporty","No","For sale","BottomsTexPantsWideKungfu3",11393.0,"Yk52zcJ7rDsEWzMhP"
"kung-fu pants","Green","No","1680",420.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; sporty","No","For sale","BottomsTexPantsWideKungfu4",11394.0,"EB9gbDn9bhM8TwxWo"
"Labelle shorts","Twilight","No","2540",635.0,"Purple","White","1x1","Labelle",,"All Year","No","1.0.0","Cool","formal; party; theatrical","No","For sale","BottomsTexPantsHalfKate0",9878.0,"kzZZteHnKLToihQCK"
"Labelle shorts","Midnight","No","2540",635.0,"Black","White","1x1","Labelle",,"All Year","No","1.0.0","Cool","formal; party; theatrical","No","For sale","BottomsTexPantsHalfKate1",11736.0,"qB4Kcq5nuibyXhCy2"
"Labelle shorts","Passion","No","2540",635.0,"Red","White","1x1","Labelle",,"All Year","No","1.0.0","Cool","formal; party; theatrical","No","For sale","BottomsTexPantsHalfKate2",11737.0,"uKD3aWEBQBMHcKTT5"
"Labelle shorts","Ocean","No","2540",635.0,"Blue","White","1x1","Labelle",,"All Year","No","1.0.0","Cool","formal; party; theatrical","No","For sale","BottomsTexPantsHalfKate3",11738.0,"nLHaHhD5MzAuWBxLS"
"Labelle shorts","Sunset","No","2540",635.0,"Orange","White","1x1","Labelle",,"All Year","No","1.0.0","Cool","formal; party; theatrical","No","For sale","BottomsTexPantsHalfKate4",11739.0,"KohDta8WbSDqCTNTk"
"Labelle shorts","Love","No","2540",635.0,"Pink","White","1x1","Labelle",,"All Year","No","1.0.0","Cool","formal; party; theatrical","No","For sale","BottomsTexPantsHalfKate5",11740.0,"6addiE89fJ9f3sn5D"
"Labelle skirt","Twilight","No","3100",775.0,"Purple","Purple","1x1","Labelle",,"All Year","No","1.0.0","Elegant","formal; party; theatrical","No","For sale","BottomsTexSkirtLongKate0",9879.0,"6L6Xvpy9pNWg5Z3es"
"Labelle skirt","Midnight","No","3100",775.0,"Black","Black","1x1","Labelle",,"All Year","No","1.0.0","Elegant","formal; party; theatrical","No","For sale","BottomsTexSkirtLongKate1",11741.0,"SeLCtytEtbRpQQgYx"
"Labelle skirt","Passion","No","3100",775.0,"Red","Red","1x1","Labelle",,"All Year","No","1.0.0","Elegant","formal; party; theatrical","No","For sale","BottomsTexSkirtLongKate2",11742.0,"42axJbXMpeDW8dvfp"
"Labelle skirt","Ocean","No","3100",775.0,"Blue","Blue","1x1","Labelle",,"All Year","No","1.0.0","Elegant","formal; party; theatrical","No","For sale","BottomsTexSkirtLongKate3",11743.0,"QHA6ZsTDp6CuEWrwJ"
"Labelle skirt","Sunset","No","3100",775.0,"Yellow","Yellow","1x1","Labelle",,"All Year","No","1.0.0","Elegant","formal; party; theatrical","No","For sale","BottomsTexSkirtLongKate4",11744.0,"6AKz7auzD3F9xDbRr"
"Labelle skirt","Love","No","3100",775.0,"Pink","Pink","1x1","Labelle",,"All Year","No","1.0.0","Elegant","formal; party; theatrical","No","For sale","BottomsTexSkirtLongKate5",11745.0,"xZmwSCw7o2dfPYctq"
"lace shorts","White","No","840",210.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexPantsHotLace0",4517.0,"AX53u7EzMvfP7wrqi"
"lace shorts","Black","No","840",210.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexPantsHotLace1",8911.0,"B4f5JxYbauFsp9pmH"
"lace shorts","Green","No","840",210.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexPantsHotLace2",8912.0,"P5ikAFxnDHtHkWBZf"
"lace shorts","Pink","No","840",210.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexPantsHotLace3",8913.0,"WNCDCvth9vPAX2ZNW"
"lace shorts","Blue","No","840",210.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexPantsHotLace4",8914.0,"MYorobK3bYTgM8Csn"
"lace skirt","White","No","920",230.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexSkirtAlineLace0",3384.0,"W9HRSi2Ksj7ZphxoY"
"lace skirt","Pink","No","920",230.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexSkirtAlineLace1",8904.0,"S44D7w7Y8SR68EoqG"
"lace skirt","Green","No","920",230.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexSkirtAlineLace2",8905.0,"HyuDmjiBppBZyRq8r"
"lace skirt","Beige","No","920",230.0,"Beige","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","No","For sale","BottomsTexSkirtAlineLace3",8906.0,"SR9z43HqSzCyD3Zuo"
"lemon skirt","Light blue","No","880",220.0,"Light blue","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongLemon0",5874.0,"9atjQqucTpgA2pFte"
"lemon skirt","White","No","880",220.0,"White","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongLemon1",8753.0,"MPGFwwDJAjWLFXuq8"
"lemon skirt","Black","No","880",220.0,"Black","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Elegant","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongLemon2",8754.0,"aLgBffim3HfTs7nGq"
"leopard miniskirt","Brown","No","1820",455.0,"Brown","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday","No","For sale","BottomsTexSkirtBoxLeopard0",4373.0,"WoNf9psGq2LCY3Cqx"
"leopard miniskirt","Gray","No","1820",455.0,"Gray","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday","No","For sale","BottomsTexSkirtBoxLeopard1",10197.0,"tAZk7z6WCeXGCWqke"
"leopard miniskirt","Blue","No","1820",455.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday","No","For sale","BottomsTexSkirtBoxLeopard2",10198.0,"vHLiK3GrTnaqwAWzD"
"leopard miniskirt","Lime","No","1820",455.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday","No","For sale","BottomsTexSkirtBoxLeopard3",10199.0,"HfWYSCxn6psda7Fjc"
"leopard miniskirt","Purple","No","1820",455.0,"Purple","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday","No","For sale","BottomsTexSkirtBoxLeopard4",10200.0,"nbZd8jQEsyvXwS7w7"
"leopard miniskirt","Pink","No","1820",455.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday","No","For sale","BottomsTexSkirtBoxLeopard5",10201.0,"2jJ3W7oBwpkSKicak"
"long chino skirt","Beige","No","1560",390.0,"Beige","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongChino0",4257.0,"cdSNMNyTvCycMhuNF"
"long chino skirt","Brown","No","1560",390.0,"Brown","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongChino1",11141.0,"vpATwf6eMvgw4v83c"
"long chino skirt","Navy blue","No","1560",390.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongChino2",11142.0,"fcN5bye89Y5qtF58r"
"long chino skirt","Avocado","No","1560",390.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongChino3",11143.0,"fB8CtjDLoPvBdSN59"
"long chino skirt","Gray","No","1560",390.0,"Gray","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongChino4",11144.0,"fp8R3aEpYBh62bkjj"
"long denim skirt","Blue","No","1560",390.0,"Blue","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongDenim0",5708.0,"k5H7RaCmv9cXMz9YA"
"long denim skirt","Light blue","No","1560",390.0,"Light blue","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongDenim1",11445.0,"FecB3dJvM7HnHxnpp"
"long denim skirt","Navy blue","No","1560",390.0,"Blue","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongDenim2",11446.0,"Q2NunYCa8ga9CZTx9"
"long denim skirt","Black","No","1560",390.0,"Black","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongDenim3",11447.0,"dW7XsDmjjhzaZYs4C"
"long denim skirt","White","No","1560",390.0,"White","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongDenim4",11448.0,"rJMPgTcd3wnhp5RR5"
"long plaid skirt","Red","No","1450",362.0,"Red","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongCheck0",4374.0,"tcAF2nzwed7veqHCf"
"long plaid skirt","Green","No","1450",362.0,"Green","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongCheck1",8714.0,"sD4KPiQQaZdJqrZ72"
"long plaid skirt","Blue","No","1450",362.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongCheck2",8715.0,"EPcY88EucvpArMM3R"
"long plaid skirt","Beige","No","1450",362.0,"Orange","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtLongCheck3",8716.0,"DifYjZ3fynwdRqymF"
"long pleated skirt","Ruby red","No","1560",390.0,"Red","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongPleats0",4222.0,"6jNhukbRYHAqtu5Hj"
"long pleated skirt","White","No","1560",390.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongPleats1",8703.0,"5WYCRFHmPbR2haY4a"
"long pleated skirt","Yellow","No","1560",390.0,"Yellow","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongPleats2",8704.0,"7MSYPu2thg7mm6AfS"
"long pleated skirt","Cyan","No","1560",390.0,"Light blue","Light blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongPleats3",8705.0,"25KnhcDGdmzN9ACCx"
"long pleated skirt","Gray","No","1560",390.0,"Gray","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexSkirtLongPleats4",8706.0,"yDt6N9sLYp2uw7QHY"
"long polka skirt","Black","No","1300",325.0,"Black","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot0",4252.0,"FSYwLYbg9L5oBw3YB"
"long polka skirt","Red","No","1300",325.0,"Red","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot1",8707.0,"CRnAjF3bQ57nQi8v3"
"long polka skirt","Blue","No","1300",325.0,"Blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot2",8708.0,"65RdE5YqrrBcxtnpy"
"long polka skirt","Green","No","1300",325.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot3",8709.0,"9CP9MMQqpvG5cieYh"
"long polka skirt","Orange","No","1300",325.0,"Orange","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot4",8710.0,"KiRJyej38jwQK5Ayp"
"long polka skirt","Yellow","No","1300",325.0,"Yellow","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot5",8711.0,"mQ4e9xpyBNoTs8xH6"
"long polka skirt","Pink","No","1300",325.0,"Pink","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot6",8712.0,"mF6a4SRs3hSkSqCp3"
"long polka skirt","Light blue","No","1300",325.0,"Light blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongDot7",8713.0,"jfPERKFf5GWQZfGaz"
"long sailor skirt","Navy blue","No","1560",390.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor0",6016.0,"X83drivyAr84upLBr"
"long sailor skirt","Orange","No","1560",390.0,"Orange","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor1",11642.0,"c8MehxQwwwMZCbE2B"
"long sailor skirt","Light blue","No","1560",390.0,"Light blue","Light blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor2",11643.0,"aNNvE2GoT4eBA7xdY"
"long sailor skirt","Green","No","1560",390.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor3",11644.0,"D9xKxgbGsvKPoNuB7"
"long sailor skirt","Brown","No","1560",390.0,"Brown","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor4",11645.0,"358aZdBvabmSYLT9s"
"long sailor skirt","Purple","No","1560",390.0,"Purple","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor5",11646.0,"DHZhEznTXwHSN3Skc"
"long sailor skirt","Red","No","1560",390.0,"Red","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor6",11647.0,"CD2sRswRDy4pZdFJB"
"long sailor skirt","Pink","No","1560",390.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexSkirtLongSailor7",11648.0,"ukofZGnGSqn6hBPPm"
"long sweatskirt","Navy blue","No","1000",250.0,"Blue","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","No","For sale","BottomsTexSkirtLongSweat0",5417.0,"NSB3n8kiT27zXnbiq"
"long sweatskirt","Gray","No","1000",250.0,"Gray","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","No","For sale","BottomsTexSkirtLongSweat1",8724.0,"f9Wt3Akph7spJoKS2"
"long sweatskirt","Green","No","1000",250.0,"Green","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","No","For sale","BottomsTexSkirtLongSweat2",8725.0,"xxyPoAMNBfLFHAJqL"
"long sweatskirt","Purple","No","1000",250.0,"Purple","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","No","For sale","BottomsTexSkirtLongSweat3",8726.0,"AuYqoDaF5L3WyXxiC"
"muay-thai shorts","Blue","No","980",245.0,"Blue","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","comfy; sporty","No","For sale","BottomsTexPantsHotThai0",4522.0,"9263kuAdDrHbrgbSb"
"muay-thai shorts","Red","No","980",245.0,"Red","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","comfy; sporty","No","For sale","BottomsTexPantsHotThai1",11947.0,"Tr9kMKPnQwHKYLchp"
"muay-thai shorts","Green","No","980",245.0,"Green","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","comfy; sporty","No","For sale","BottomsTexPantsHotThai2",11948.0,"LHicMMvB8KD6bwnoH"
"muay-thai shorts","Purple","No","980",245.0,"Purple","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","comfy; sporty","No","For sale","BottomsTexPantsHotThai3",11949.0,"ybd8sH8iegsSxqzsR"
"multicolor shorts","Green","No","1100",275.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; vacation","No","For sale","BottomsTexPantsHalfMulticolor0",4371.0,"FPSibGapXftYYcJGa"
"multicolor shorts","Red","No","1100",275.0,"Red","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; vacation","No","For sale","BottomsTexPantsHalfMulticolor1",9089.0,"A5stfNp2Xw4JY4RHQ"
"multicolor shorts","Blue","No","1100",275.0,"Blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","everyday; outdoorsy; vacation","No","For sale","BottomsTexPantsHalfMulticolor2",9090.0,"wpZwK6RNivMrsLF7T"
"multicolor shorts","Yellow","No","1100",275.0,"Orange","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; vacation","No","For sale","BottomsTexPantsHalfMulticolor3",9091.0,"eRQxH8sZXcqrBySLz"
"noble pants","Black","No","4300",1075.0,"Black","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble0",4398.0,"rWWFgt9QoDxe6EfPA"
"noble pants","Ruby red","No","4300",1075.0,"Pink","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble1",9248.0,"2632igFydKw3WFxHx"
"noble pants","White","No","4300",1075.0,"White","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble2",9249.0,"vZEFsie7Fvw8enc9r"
"noble pants","Blue","No","4300",1075.0,"Blue","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble3",9250.0,"hJKzokWv3YSPCNWBf"
"noble pants","Green","No","4300",1075.0,"Green","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble4",9251.0,"vp8NwkMskehYgD5Qd"
"noble pants","Purple","No","4300",1075.0,"Purple","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble5",9252.0,"Z6QuTfSDk3fdNsXkg"
"noble pants","Yellow","No","4300",1075.0,"Yellow","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble6",9253.0,"rQEANJyC4MqRNPoDo"
"noble pants","Red","No","4300",1075.0,"Red","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","No","For sale","BottomsTexPantsNormalNoble7",9254.0,"DBAqRZ5xpjuZhFJn6"
"outdoor shorts","Yellow","No","700",175.0,"Yellow","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","No","For sale","BottomsTexPantsHalfOutdoor0",4472.0,"3ofXnkcsJAo6gXNjn"
"outdoor shorts","Black","No","700",175.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","outdoorsy; sporty","No","For sale","BottomsTexPantsHalfOutdoor1",6899.0,"eKaCM9hPWebjPu9tT"
"outdoor shorts","Purple","No","700",175.0,"Purple","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","No","For sale","BottomsTexPantsHalfOutdoor2",9121.0,"6DYexAvj3fYuK478d"
"outdoor shorts","Red","No","700",175.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","outdoorsy; sporty","No","For sale","BottomsTexPantsHalfOutdoor3",9122.0,"rEYJZgs4HT8deTKJ9"
"outdoor shorts","Blue","No","700",175.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","No","For sale","BottomsTexPantsHalfOutdoor4",9123.0,"4C2g2XjEPXzaa8NnA"
