"name","variation","diy","buy","sell","color_1","color_2","size","miles_price","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"noble coat","Ruby red","No","4800",1200.0,"Pink","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble1",7419.0,"8epM335hNruqWvTdH"
"noble coat","White","No","4800",1200.0,"White","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble2",7420.0,"TFy4QnYDGWMo2Frq7"
"noble coat","Blue","No","4800",1200.0,"Blue","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble3",7421.0,"nPxphxRPuTzRTtcr6"
"noble coat","Black","No","4800",1200.0,"Black","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble4",7422.0,"pfodRRd9WghH8pweM"
"noble coat","Purple","No","4800",1200.0,"Purple","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble5",7423.0,"RomZdt5xAnYSAE4YA"
"noble coat","Yellow","No","4800",1200.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble6",7424.0,"csYKgB26BRTdy8Xf9"
"noble coat","Red","No","4800",1200.0,"Red","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","TopsTexTopCoatLNoble7",7425.0,"8hM7A9mfL472rQr9K"
"Nook Inc. aloha shirt","NA","No","NFS",3000.0,"White","Green","1x1","600","Nook Miles Shop",,"All Year","No","1.0.0","Simple","comfy; vacation","Yes","Not for sale","TopsTexTopTshirtsHRco",5626.0,"JWa2JANhbML2ZoSpd"
"Nook Inc. blouson","NA","No","NFS",4000.0,"Green","Green","1x1","800","Nook Miles Shop",,"All Year","No","1.0.0","Simple","outdoorsy; work","Yes","Not for sale","TopsTexTopOuterLRco",5625.0,"3yAwEXCgtLKgxqY3q"
"Nook Inc. tee","NA","No","NFS",3000.0,"Yellow","Green","1x1","600","Nook Miles Shop",,"All Year","No","1.0.0","Simple","everyday; comfy","Yes","Not for sale","TopsTexTopTshirtsHNook0",9760.0,"NYAF9MhpB9KLAMjzz"
"nurse's jacket","Blue","No","1500",375.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","TopsTexTopYshirtsHNurse0",3350.0,"rADFhF2ELotXRS53a"
"nurse's jacket","White","No","1500",375.0,"White","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","TopsTexTopYshirtsHNurse1",7790.0,"sascmaanGthSqL6bz"
"nurse's jacket","Pink","No","1500",375.0,"Pink","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","TopsTexTopYshirtsHNurse2",7791.0,"YtPPsT2rTDG6m4KWt"
"nylon jacket","Black","No","1120",280.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Cool","outdoorsy; sporty","Yes","For sale","TopsTexTopYshirtsLCoach0",4285.0,"tFteZw2B57dzG3hBH"
"nylon jacket","Green","No","1120",280.0,"Green","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cool","outdoorsy; sporty","Yes","For sale","TopsTexTopYshirtsLCoach1",8518.0,"potcFpXETr4B7gNMy"
"nylon jacket","Blue","No","1120",280.0,"Blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cool","outdoorsy; sporty","Yes","For sale","TopsTexTopYshirtsLCoach2",8519.0,"S7Xrdneg33hWj6H4R"
"nylon jacket","Red","No","1120",280.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cool","outdoorsy; sporty","Yes","For sale","TopsTexTopYshirtsLCoach3",8520.0,"JvPkymLmcyRCGEkMp"
"oilskin coat","Yellow","No","1400",350.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Active","outdoorsy; work","Yes","For sale","TopsTexTopCoatLOilskin0",5855.0,"9z2TxmZwEQQ87DyiT"
"oilskin coat","Red","No","1400",350.0,"Red","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","outdoorsy; work","Yes","For sale","TopsTexTopCoatLOilskin1",9233.0,"zT734Hdr8zGyP5gEn"
"oilskin coat","Gray","No","1400",350.0,"Gray","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","outdoorsy; work","Yes","For sale","TopsTexTopCoatLOilskin2",9234.0,"yGntiwwpi4tT7E7ow"
"OK Motors jacket","NA","No","1500",375.0,"White","Blue","1x1","NA","Nook Shopping Promotion","Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch","All Year","No","1.1.0","Simple","work","Yes","Not in catalog","TopsTexTopYshirtsHOkmotors0",12425.0,"7N3FmzDyZWdoKMpzJ"
"old-school jacket","Red","No","1800",450.0,"Black","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Gorgeous","theatrical","Yes","For sale","TopsTexTopOuterLRepresent0",5292.0,"jpqP7LhNbv7CkuJjD"
"old-school jacket","Green","No","1800",450.0,"Black","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","theatrical","Yes","For sale","TopsTexTopOuterLRepresent1",7620.0,"C2rj5RuQhrSMddA52"
"old-school jacket","Purple","No","1800",450.0,"Black","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","theatrical","Yes","For sale","TopsTexTopOuterLRepresent2",7621.0,"GxkqGCwj5gBAwJg6D"
"one-ball tee","NA","No","560",140.0,"Yellow","White","1x1","NA","Nook Shopping Catalog",,"All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHNumberball1",3320.0,"NRKaj7yZRNahgeZwH"
"open-collar shirt","Coral","No","960",240.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopYshirtsLOpencollar0",4715.0,"g8TwY4rnzdv9Q87Wd"
"open-collar shirt","Blue","No","960",240.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopYshirtsLOpencollar1",8521.0,"eDQjNhvpHTLDTgLgq"
"open-collar shirt","Green","No","960",240.0,"Green","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopYshirtsLOpencollar2",8522.0,"QW5LhyuRAEKkzkdhs"
"open-collar shirt","Beige","No","960",240.0,"Beige","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopYshirtsLOpencollar3",8523.0,"8yZjHsbkDXEBC97kq"
"oversized shawl overshirt","Brown","No","1120",280.0,"Brown","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Cool","everyday; outdoorsy; comfy","Yes","For sale","TopsTexTopYshirtsHBigstole0",4154.0,"3TXZ9wdutCXoteKpN"
"oversized shawl overshirt","Pink","No","1120",280.0,"Pink","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cool","everyday; outdoorsy; comfy","Yes","For sale","TopsTexTopYshirtsHBigstole1",8427.0,"JEEdFjyFTGRXuwXqn"
"oversized shawl overshirt","Gray","No","1120",280.0,"Gray","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cool","everyday; outdoorsy; comfy","Yes","For sale","TopsTexTopYshirtsHBigstole2",8428.0,"QKmPfqRk5kdzmjx3d"
"parka undercoat","Navy blue","No","2320",580.0,"Blue","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Cool","everyday","Yes","For sale","TopsTexTopCoatLInparker0",4420.0,"Cfn48ASNWbS3aj2Jp"
"parka undercoat","Blue","No","2320",580.0,"Light blue","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cool","everyday","Yes","For sale","TopsTexTopCoatLInparker1",8444.0,"Zi8f2uZbYu7BhMpFv"
"parka undercoat","Black","No","2320",580.0,"Black","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cool","everyday","Yes","For sale","TopsTexTopCoatLInparker2",8445.0,"u9ARCXNAMgkXzLZhH"
"parka undercoat","Green","No","2320",580.0,"Green","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cool","everyday","Yes","For sale","TopsTexTopCoatLInparker3",8446.0,"kS3z9musSgSF9GPDP"
"parka undercoat","Gray","No","2320",580.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cool","everyday","Yes","For sale","TopsTexTopCoatLInparker4",8447.0,"NBFRv52zvgtWvBc6a"
"parka undercoat","Yellow","No","2320",580.0,"Yellow","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cool","everyday","Yes","For sale","TopsTexTopCoatLInparker5",8448.0,"5599XpSyKGNboqyk7"
"patchwork coat","Brown","No","2380",595.0,"Brown","Orange","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday","Yes","For sale","TopsTexTopCoatLPatchwork0",4605.0,"nwcA4jZ8WJmhpN2r4"
"patchwork coat","Green","No","2380",595.0,"Green","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Cute","everyday","Yes","For sale","TopsTexTopCoatLPatchwork1",8462.0,"3bdEH7ed7vajhbk38"
"patchwork coat","Gray","No","2380",595.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday","Yes","For sale","TopsTexTopCoatLPatchwork2",8463.0,"vGGa7mDovA2vs6SLM"
"peacoat","Beige","No","1960",490.0,"Beige","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopCoatLDuffleBeige",4173.0,"Giz5yd2diYYcxznBZ"
"peacoat","Gray","No","1960",490.0,"Gray","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopCoatLDuffleGray",4174.0,"aLPjwntzLeK6gMoHe"
"peacoat","Navy blue","No","1960",490.0,"Blue","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopCoatLDuffleNavy",2782.0,"3tGQGwQ7vjAix9afJ"
"peacoat","Red","No","1960",490.0,"Red","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopCoatLDuffleRed",4172.0,"X7PdAEz4tqocA53Gn"
"peasant blouse","White","No","1680",420.0,"White","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","TopsTexTopTshirtsLPeasant0",4247.0,"sAWq4TmBopQqXpMtt"
"peasant blouse","Black","No","1680",420.0,"Black","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","TopsTexTopTshirtsLPeasant1",8582.0,"5peaYRWDcAeAAWEzt"
"peasant blouse","Beige","No","1680",420.0,"Beige","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","TopsTexTopTshirtsLPeasant2",8583.0,"K7vYREGMhqQAr9amx"
"peasant blouse","Pink","No","1680",420.0,"Pink","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","TopsTexTopTshirtsLPeasant3",8584.0,"amfrhGjKTbGmSJA3v"
"peasant blouse","Purple","No","1680",420.0,"Purple","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","TopsTexTopTshirtsLPeasant4",8585.0,"h6KF3N5i5WhfNHCSJ"
"pineapple aloha shirt","Blue","No","960",240.0,"Blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha0",3237.0,"wqmMEPowc8nPrQQWg"
"pineapple aloha shirt","Red","No","960",240.0,"Red","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha1",6819.0,"J3axASMoFxGSAWeyx"
"pineapple aloha shirt","Yellow","No","960",240.0,"Yellow","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha2",6820.0,"r8BKui2wQmBFdf4pA"
"pineapple aloha shirt","Green","No","960",240.0,"Green","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha3",6821.0,"adADoFnt3rkf9vW3e"
"pineapple aloha shirt","Purple","No","960",240.0,"Purple","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha4",9772.0,"iCY6jQwQ6KeYA2Hpy"
"pineapple aloha shirt","Pink","No","960",240.0,"Pink","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha5",9773.0,"PT8eudmKHSS8J2QeR"
"pineapple aloha shirt","Orange","No","960",240.0,"Orange","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Active","comfy; vacation","Yes","For sale","TopsTexTopYshirtsHAloha6",9774.0,"73d6dFrqPLbmnNWyj"
"plaid puffed-sleeve shirt","Fancy plaid","No","1200",300.0,"Light blue","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","Yes","For sale","TopsTexTopPuffHPlaid0",9827.0,"ReaSZN5ybekKqA7vX"
"plaid puffed-sleeve shirt","Energetic plaid","No","1200",300.0,"Orange","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","Yes","For sale","TopsTexTopPuffHPlaid1",12083.0,"BcpPecAjux3ptAGiX"
"plaid puffed-sleeve shirt","Dreamy plaid","No","1200",300.0,"Purple","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","Yes","For sale","TopsTexTopPuffHPlaid2",12084.0,"d8irdzPcagbwcKsae"
"plaid puffed-sleeve shirt","Sweet plaid","No","1200",300.0,"Green","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale; vacation","Yes","For sale","TopsTexTopPuffHPlaid3",12085.0,"fJmQkeYZpr9vDuTDL"
"pleather trench coat","Black","No","1680",420.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday; formal","Yes","For sale","TopsTexTopCoatLLeathertrench0",4565.0,"KewnJf7bHok3mWcwq"
"pleather trench coat","Purple","No","1680",420.0,"Purple","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday; formal","Yes","For sale","TopsTexTopCoatLLeathertrench1",9304.0,"PifH52GaQrrW6mncf"
"pleather trench coat","Brown","No","1680",420.0,"Brown","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday; formal","Yes","For sale","TopsTexTopCoatLLeathertrench2",9305.0,"bsvkFBG7a6M3Mmjkp"
"plover cardigan","Red","No","1440",360.0,"Red","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","everyday; formal; party; work","Yes","For sale","TopsTexTopTshirtsLChidori0",4289.0,"MqsdeJxdddrEeh3E4"
"plover cardigan","Black","No","1440",360.0,"Black","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","everyday; formal; party; work","Yes","For sale","TopsTexTopTshirtsLChidori1",8020.0,"hXdqDyMqX4SjvBXQW"
"plover cardigan","Green","No","1440",360.0,"Green","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","everyday; formal; party; work","Yes","For sale","TopsTexTopTshirtsLChidori2",8021.0,"7Jf7TzZRjtXCedZdM"
"plushie-muffler coat","Orange","No","1960",490.0,"Light blue","Orange","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Cute","everyday","Yes","For sale","TopsTexTopCoatLDoll0",10909.0,"36boMFqRb52J3RbG8"
"plushie-muffler coat","Pink","No","1960",490.0,"Black","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday","Yes","For sale","TopsTexTopCoatLDoll1",12020.0,"2WcKw4ra44ue3Tz8Y"
"plushie-muffler coat","Gray","No","1960",490.0,"Brown","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday","Yes","For sale","TopsTexTopCoatLDoll2",12035.0,"mTBrCjdJQu2Xo9ECu"
"pocket tee","White","No","560",140.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts0",4291.0,"QQAFQmvjB44SjpZGx"
"pocket tee","Black","No","560",140.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts1",8349.0,"kmr5pk9wTTFnKPGY8"
"pocket tee","Purple","No","560",140.0,"Purple","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts2",8350.0,"XTmK9havPv5LufhpS"
"pocket tee","Light blue","No","560",140.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts3",8351.0,"Zp5A4P9rvJhCtsSXa"
"pocket tee","Red","No","560",140.0,"Brown","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts4",8352.0,"PKg8qTc4dXxG5H7wJ"
"pocket tee","Yellow","No","560",140.0,"Orange","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts5",8353.0,"6CPhsvFedH2p8e7RB"
"pocket tee","Pink","No","560",140.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts6",8354.0,"95aip4J493rBgMdFm"
"pocket tee","Green","No","560",140.0,"Green","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHPocketshirts7",8355.0,"vMhZ2SgqzQqALQCqG"
"polo shirt","Navy blue","No","720",180.0,"Blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo0",3172.0,"aXJRmsG7vX6gQTQKT"
"polo shirt","Pink","No","720",180.0,"Pink","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo1",8537.0,"e3fhP9DJnBfzhzvp3"
"polo shirt","Red","No","720",180.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo2",8538.0,"rLuAkDpQvwdZEXLfd"
"polo shirt","Orange","No","720",180.0,"Orange","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo3",8539.0,"nWmiLrch4a6Y4SvFd"
"polo shirt","Green","No","720",180.0,"Green","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo4",8540.0,"MncZvurLPANSS5zXW"
"polo shirt","Ivory","No","720",180.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo5",8541.0,"cgbq8e6mR6Fkw5Tth"
"polo shirt","White","No","720",180.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo6",8542.0,"6JwPnjGsgesnuMTqg"
"polo shirt","Black","No","720",180.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation; work","Yes","For sale","TopsTexTopYshirtsHPolo7",8543.0,"8kJuqCFWA8kFoPPH8"
"pom-pom sweater","Pink","No","1440",360.0,"Pink","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Cute","everyday; fairy tale; comfy","Yes","For sale","TopsTexTopOuterLBobble0",4766.0,"PCdRMCmGEuD2vzkLu"
"pom-pom sweater","White","No","1440",360.0,"White","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; comfy","Yes","For sale","TopsTexTopOuterLBobble1",8008.0,"T2xftuY9mWk964vyM"
"pom-pom sweater","Blue","No","1440",360.0,"Light blue","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; comfy","Yes","For sale","TopsTexTopOuterLBobble2",8009.0,"Ao9kHgyeJMSmm8jBZ"
"poncho coat","Red","No","2320",580.0,"Red","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPompom0",4368.0,"jzC7zwDkeDoG5r86N"
"poncho coat","Yellow","No","2320",580.0,"Yellow","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPompom1",8474.0,"bgtMFZXAzxRCTfn3s"
"poncho coat","Pink","No","2320",580.0,"Pink","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPompom2",8475.0,"AmN6LhAXHxmuxEBFu"
"poncho coat","Navy blue","No","2320",580.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPompom3",8476.0,"Quwqk5ggDgpKgjJyT"
"poncho-style sweater","Purple","No","1500",375.0,"Purple","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Elegant","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPoncho0",4661.0,"MHD4iwXXktfkmB3hK"
"poncho-style sweater","Peacock blue","No","1500",375.0,"Blue","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPoncho1",7858.0,"suGrhCoM7Yu9bjSPq"
"poncho-style sweater","Orange","No","1500",375.0,"Orange","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPoncho2",7859.0,"uXWv6sNMdhrzKRnWa"
"poncho-style sweater","Blue","No","1500",375.0,"Blue","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPoncho3",7860.0,"XEBPh6Cin4g9DtSFt"
"poncho-style sweater","Gray","No","1500",375.0,"Gray","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale","Yes","For sale","TopsTexTopCoatLPoncho4",7861.0,"uYGhGRCbymGGSyqGJ"
"prince's tunic","Blue","No","4800",1200.0,"Blue","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","TopsTexTopCoatLPrince0",4433.0,"aQWEZJdAx6J5e5uSi"
"prince's tunic","Beige","No","4800",1200.0,"Beige","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","TopsTexTopCoatLPrince1",8242.0,"bsy8ohY5dozQeD9BR"
"prince's tunic","Green","No","4800",1200.0,"Green","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","TopsTexTopCoatLPrince2",8243.0,"62WFtzxN2gSscQab5"
