"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","lighting_type","door_deco","catalog","filename","variant_id","internal_id","unique_entry_id"
"wall-mounted TV (20 in.)","Yellow","NA","NA","NA","No","No","No","NA","8900",2225.0,"Yellow","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV20inchWall_Remake_4_0","4_0",3986.0,"gG3M9bPeMDDR28xPY"
"wall-mounted TV (20 in.)","Blue","NA","NA","NA","No","No","No","NA","8900",2225.0,"Blue","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV20inchWall_Remake_5_0","5_0",3986.0,"nXhibRvujThD2K2sM"
"wall-mounted TV (20 in.)","Pink","NA","NA","NA","No","No","No","NA","8900",2225.0,"Pink","Pink","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV20inchWall_Remake_6_0","6_0",3986.0,"gBqiJveZ6QRtjffmQ"
"wall-mounted TV (20 in.)","Light blue","NA","NA","NA","No","No","No","NA","8900",2225.0,"Light blue","Light blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV20inchWall_Remake_7_0","7_0",3986.0,"yGpGwaBXQDjMuyMZZ"
"wall-mounted TV (50 in.)","Black","NA","NA","NA","No","No","No","NA","22000",5500.0,"Black","Black","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV50inchWall_Remake_0_0","0_0",3428.0,"spqMDMdnuLLkHM9cF"
"wall-mounted TV (50 in.)","White","NA","NA","NA","No","No","No","NA","22000",5500.0,"White","White","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV50inchWall_Remake_1_0","1_0",3428.0,"fuxgxq8L6f24629jd"
"wall-mounted TV (50 in.)","Silver","NA","NA","NA","No","No","No","NA","22000",5500.0,"Gray","Gray","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV50inchWall_Remake_2_0","2_0",3428.0,"vzcWb6MxcGn3KeMbu"
"wall-mounted TV (50 in.)","Red","NA","NA","NA","No","No","No","NA","22000",5500.0,"Red","Red","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV50inchWall_Remake_3_0","3_0",3428.0,"DrJE5xhrbAkmYKzCo"
"wall-mounted TV (50 in.)","Blue","NA","NA","NA","No","No","No","NA","22000",5500.0,"Blue","Blue","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Monitor","No","For sale","FtrTV50inchWall_Remake_4_0","4_0",3428.0,"PnEqgSwTwPjBQeZQT"
"wasp-head model","NA","NA","NA","NA","No","No","No","NA","2500",625.0,"Yellow","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","facility","None","None","None","No","Special Insect","No","No lighting","No","For sale","FtrInsectHachiFace","NA",11100.0,"4E4HuLoFsmQPey32r"
"wedding decoration","Cute","Design","NA","NA","No","Yes","No","1","1000",250.0,"Pink","Green","1x2","Wedding Season",,"1.2.0","party","expensive","wedding","None","No","Plants","No","No lighting","Yes","Not for sale","FtrWeddingFlowerWall_Remake_1_0","NA",12407.0,"hNpjEHWRbtWaAeMvY"
"wedding decoration","Chic","Design","NA","NA","No","Yes","No","1","1000",250.0,"White","Green","1x2","Wedding Season",,"1.2.0","party","expensive","wedding","None","No","Plants","No","No lighting","Yes","Not for sale","FtrWeddingFlowerWall_Remake_2_0","NA",12407.0,"DuKN8JCjcSrxCx8fN"
"wedding decoration","Garden","Design","NA","NA","No","Yes","No","1","1000",250.0,"Yellow","Green","1x2","Wedding Season",,"1.2.0","party","expensive","wedding","None","No","Plants","No","No lighting","Yes","Not for sale","FtrWeddingFlowerWall_Remake_0_0","NA",12407.0,"9hspLeBM3m3tA8pza"
"windflower wreath","NA","NA","NA","NA","Yes","No","No","NA","NFS",720.0,"Red","Orange","1x1","Crafting",,"1.0.0","fancy","None","flowers","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentWreathAnemone","NA",5436.0,"vaYbmMKt9yWPACuRr"
"wooden-block wall clock","Natural","Block color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Beige","Beige","1x1","Crafting",,"1.0.0","child's room","None","wooden block","None","Yes","Clock","No","No lighting","No","Not for sale","FtrBlockClock_Remake_0_0","0_0",3208.0,"cQNnv5bziDnwJQFmo"
"wooden-block wall clock","Mixed wood","Block color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Black","Brown","1x1","Crafting",,"1.0.0","child's room","None","wooden block","None","Yes","Clock","No","No lighting","No","Not for sale","FtrBlockClock_Remake_1_0","1_0",3208.0,"CzgHAquJDvGf6Cvwr"
"wooden-block wall clock","Colorful","Block color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Blue","Colorful","1x1","Crafting",,"1.0.0","child's room","None","wooden block","None","Yes","Clock","No","No lighting","No","Not for sale","FtrBlockClock_Remake_2_0","2_0",3208.0,"PHad9XycXfrxbARtT"
"wooden-block wall clock","Pastel","Block color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Pink","Colorful","1x1","Crafting",,"1.0.0","child's room","None","wooden block","None","Yes","Clock","No","No lighting","No","Not for sale","FtrBlockClock_Remake_3_0","3_0",3208.0,"ybaK92seJLgkMKiNp"
"wooden-block wall clock","Vivid","Block color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Yellow","Colorful","1x1","Crafting",,"1.0.0","child's room","None","wooden block","None","Yes","Clock","No","No lighting","No","Not for sale","FtrBlockClock_Remake_4_0","4_0",3208.0,"2Cat3gxJZ6EAHbBoF"
"wooden-plank sign","Natural","Body color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Beige","Black","2x1","Crafting",,"1.0.0","zen-style","None","None","None","No","Ranch","No","No lighting","No","Not for sale","FtrSignboardWood_Remake_0_0","0_0",5636.0,"SPEvaBm2nhJdEFirp"
"wooden-plank sign","Dark brown","Body color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Black","Yellow","2x1","Crafting",,"1.0.0","zen-style","None","None","None","No","Ranch","No","No lighting","No","Not for sale","FtrSignboardWood_Remake_1_0","1_0",5636.0,"frdjb5dXZicpbv3uu"
"wooden-plank sign","Brown","Body color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Brown","White","2x1","Crafting",,"1.0.0","zen-style","None","None","None","No","Ranch","No","No lighting","No","Not for sale","FtrSignboardWood_Remake_2_0","2_0",5636.0,"dtMZtLS6kRtsCD4Mx"
"wooden-plank sign","Red","Body color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Red","Yellow","2x1","Crafting",,"1.0.0","zen-style","None","None","None","No","Ranch","No","No lighting","No","Not for sale","FtrSignboardWood_Remake_3_0","3_0",5636.0,"E9JZXGDshMDsAEKZZ"
"world map","Pacific Ocean","Map center","NA","NA","No","Yes","No","1","640",160.0,"Blue","Green","2x1","Nintendo; Nook Shopping",,"1.2.0","child's room","den","None","None","No","Space","No","No lighting","No","For sale","FtrWorldMap_Remake_0_0","0_0",12741.0,"i6Q2vWb2Ha7oBacmj"
"world map","Atlantic Ocean","Map center","NA","NA","No","Yes","No","1","640",160.0,"Blue","Green","2x1","Nintendo; Nook Shopping",,"1.2.0","child's room","den","None","None","No","Space","No","No lighting","No","For sale","FtrWorldMap_Remake_1_0","1_0",12741.0,"obQxSTEN4xTfPwhk8"
"writing poster","Alphabet","NA","NA","NA","No","No","No","NA","640",160.0,"Red","Colorful","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","child's room","school","None","writing","No","Study","No","No lighting","No","For sale","FtrStudyposter_Remake_0_0","0_0",3584.0,"eqDMnWHyBDS7S9uAg"
"writing poster","Multiplication tables","NA","NA","NA","No","No","No","NA","640",160.0,"Light blue","Colorful","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","child's room","school","None","writing","No","Study","No","No lighting","No","For sale","FtrStudyposter_Remake_1_0","1_0",3584.0,"mnXbHGP24sw8qumWP"
"writing poster","Periodic table","NA","NA","NA","No","No","No","NA","640",160.0,"White","Black","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","child's room","school","None","writing","No","Study","No","No lighting","No","For sale","FtrStudyposter_Remake_2_0","2_0",3584.0,"rPp3dMLX9ieBg3cz4"
"writing poster","Constellations","NA","NA","NA","No","No","No","NA","640",160.0,"Black","Black","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","child's room","school","None","writing","No","Study","No","No lighting","No","For sale","FtrStudyposter_Remake_3_0","3_0",3584.0,"Z5Hq3QpNzSEydKq42"
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"#N/A",,,,,,,
