"name","buy","sell","color_1","color_2","size","source","source_notes","version","catalog","filename","internal_id","unique_entry_id"
"Jambette's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg13",10617.0,"C6J6e7YNdwnWm2xQD"
"Jay's poster",1000.0,250.0,"Blue","Orange","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd00",10404.0,"S5uNxrc9PWrQSGGM9"
"Jeremiah's poster",1000.0,250.0,"Brown","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg07",10688.0,"492Z37sKbLhpW3E2Q"
"Jingle's poster",1000.0,250.0,"Green","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpRei",10439.0,"i82Sovcj8NNADYKFQ"
"Jitters's poster",1000.0,250.0,"Brown","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd04",10818.0,"ntewDyTP3NHyPBpky"
"Joan's poster",1000.0,250.0,"Yellow","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpBoa",10430.0,"STBLD9MdjEcDLEtQA"
"Joey's poster",1000.0,250.0,"Pink","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk01",10483.0,"9wGk3RWRqvbADAThJ"
"Judy's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr19",10858.0,"BSZxPAtc9wijEHjY3"
"Julia's poster",1000.0,250.0,"Light blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst05",10630.0,"xTdmhyg8DfCRFE3Gt"
"Julian's poster",1000.0,250.0,"Brown","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs13",10402.0,"H67skvQkXRDP6ysBQ"
"June's poster",1000.0,250.0,"White","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr13",10605.0,"8PepBgrbB9RE592ey"
"K.K.'s poster",1000.0,250.0,"White","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpTkkA",10331.0,"2uh73fgYt64x8qHcf"
"Kabuki's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat09",10817.0,"ka78h2ybyfwgzorrY"
"Kapp'n's poster",1000.0,250.0,"Yellow","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpKpp",10354.0,"jsRtBGxBgxxkZgfS6"
"Katie's poster",1000.0,250.0,"Black","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpLom",10337.0,"PjrtRLSi74NhGXivc"
"Katrina's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpBpt",10517.0,"oYNatxRpaQL2NcDZJ"
"Katt's poster",1000.0,250.0,"Light blue","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat21",10528.0,"XwMjDn6KyDjrLwk2b"
"Keaton's poster",1000.0,250.0,"Blue","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPbr08",10421.0,"TWDjx79bak89KucSR"
"Ken's poster",1000.0,250.0,"Green","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlChn13",10445.0,"5mPnzbgfKfeC8aWbN"
"Kerokerokeroppi poster",1000.0,250.0,"Red","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt20",11126.0,"nDtn6gnAxCiP8eLC8"
"Ketchup's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk13",10616.0,"uEKpxhL4J8JTxxvZo"
"Kevin's poster",1000.0,250.0,"Black","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig15",10585.0,"zpvLH5kgqZHDF8rP4"
"Kicks's poster",1000.0,250.0,"Red","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpSkk",10332.0,"L7pqyXuw7FQJqKE6B"
"Kid Cat's poster",1000.0,250.0,"Purple","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat10",10779.0,"uRRKypDsFvkrGterg"
"Kidd's poster",1000.0,250.0,"Colorful","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGoa07",10364.0,"sYX45oaDEBt2sPDgQ"
"Kiki & Lala poster",1000.0,250.0,"Black","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp14",11123.0,"wCjEFxMEQM2zNicuu"
"Kiki's poster",1000.0,250.0,"Green","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat04",10816.0,"Dk5BzAKu8N9LQnYkZ"
"Kitt's poster",1000.0,250.0,"Beige","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKgr00",10357.0,"NovHZTsrhXq6MKxZP"
"Kitty's poster",1000.0,250.0,"Gray","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat14",10395.0,"2ghKna6PJ3mLc5G6J"
"Klaus's poster",1000.0,250.0,"Yellow","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea14",10790.0,"wgdvS7m85WBiRGYxC"
"Knox's poster",1000.0,250.0,"Light blue","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlChn11",10664.0,"iqCi67XSDF7jsbh9n"
"Kody's poster",1000.0,250.0,"Beige","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr04",10442.0,"M8dvRxXvbF4pwG6K5"
"Kyle's poster",1000.0,250.0,"Purple","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol10",10579.0,"7tsLLFWjXFSEiZKNj"
"Label's poster",1000.0,250.0,"Beige","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpHgc",10333.0,"bouR8wqhxWdWxcozP"
"Leif's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpSlo",10433.0,"479Jpj2rKt3krSWKr"
"Leila's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpKps",10340.0,"T8K5ssfqGcMFeK4jD"
"Leilani's poster",1000.0,250.0,"Orange","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpKpm",10519.0,"mD9exPhssPLzi9LMy"
"Leonardo's poster",1000.0,250.0,"Green","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlTig04",10560.0,"W8XgJpunYdkimw3iY"
"Leopold's poster",1000.0,250.0,"Light blue","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlLon04",10638.0,"T6mqtmyyx8dfkaEPi"
"Lily's poster",1000.0,250.0,"Orange","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg00",10440.0,"qNPEPEhfRWjR9JGaH"
"Limberg's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus01",10669.0,"aTKk5z6FNKmKcteHm"
"Lionel's poster",1000.0,250.0,"Purple","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlLon08",10684.0,"h2eipZxGcXQMGcute"
"Lobo's poster",1000.0,250.0,"Light blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol01",10587.0,"JsHp9N7tK7EYew9cY"
"Lolly's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat18",10539.0,"DCjmNrKoSdezosC7L"
"Lopez's poster",1000.0,250.0,"Pink","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer05",10606.0,"c2T2ffzJiDzkDDgkX"
"Lottie's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpOtg",10773.0,"NeBr9m39gZWTE67ip"
"Louie's poster",1000.0,250.0,"Red","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGor04",10631.0,"YGocvEr5xSrwEyyBr"
"Lucha's poster",1000.0,250.0,"White","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd15",10351.0,"FuMAySGGdRpceCHmF"
"Lucky's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog02",10591.0,"NBwMT64cTiBGWfHzi"
"Lucy's poster",1000.0,250.0,"Black","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig04",10554.0,"gQCvrkNodW2dadvxS"
"Luna's poster",1000.0,250.0,"Colorful","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpTap",10491.0,"QNtzysxx2y7vh9i5z"
"Lyle's poster",1000.0,250.0,"Green","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpOtt",10794.0,"mF38B4FfLioAGckf3"
"Lyman's poster",1000.0,250.0,"Blue","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal09",10498.0,"ym9m653hvKttEvzbz"
"Mabel's poster",1000.0,250.0,"Brown","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpHgh",10432.0,"jDspKzfjL4ifqKKGN"
"Mac's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog14",10463.0,"BGAMF9xCCvvNSNoL3"
"Maddie's poster",1000.0,250.0,"Brown","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog09",10619.0,"qx2FcWFxYukgoijJC"
"Maelle's poster",1000.0,250.0,"Yellow","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk03",10593.0,"cCbb4GL6gwDwxDfns"
"Maggie's poster",1000.0,250.0,"Purple","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig10",10623.0,"TyJ2wNNQEJCT8HjBf"
"Mallary's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk06",10526.0,"S9s8sRyu3gj2vbETW"
"Maple's poster",1000.0,250.0,"White","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr01",10510.0,"2yp9tMysLezkZCqYX"
"Marcel's poster",1000.0,250.0,"Pink","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog15",10419.0,"mndThbsdHgzuK5TQA"
"Marcie's poster",1000.0,250.0,"White","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKgr10",10659.0,"YnNMaDEdXcjPf4kXE"
"Margie's poster",1000.0,250.0,"Pink","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp04",10589.0,"PJALmLKxsy2CSaJqk"
"Marina's poster",1000.0,250.0,"Beige","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOcp01",10453.0,"abCC5BwJ3zZwHotvW"
"Marshal's poster",1000.0,250.0,"Black","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu17",10480.0,"yjbhaKJkeukwqBwb5"
"Mathilda's poster",1000.0,250.0,"Purple","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKgr01",10391.0,"ARneKZJqgYgpuWBrd"
"Megan's poster",1000.0,250.0,"Beige","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea15",10860.0,"JqFWTY4AQnzyw7SSG"
"Melba's poster",1000.0,250.0,"Pink","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal02",10547.0,"mCdW2huGBG2GQah4s"
"Merengue's poster",1000.0,250.0,"Beige","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRhn07",10502.0,"sjAtXqX3cdmfH7LR2"
"Merry's poster",1000.0,250.0,"Pink","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat16",10789.0,"SmQM4CpTYTjgA2QPA"
"Midge's poster",1000.0,250.0,"Green","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd08",10677.0,"AkRpzPF7F2EjAbhKp"
"Mint's poster",1000.0,250.0,"Yellow","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu09",10675.0,"3Qs2gxtaysBLdZhj3"
"Mira's poster",1000.0,250.0,"Pink","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt19",10561.0,"5wZA5i2WExoGgEDMT"
"Miranda's poster",1000.0,250.0,"Blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk12",10443.0,"3jAJ84iWwQgDZuowy"
"Mitzi's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat01",10784.0,"Gzbym5uhofgDe5vcb"
"Moe's poster",1000.0,250.0,"Beige","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat08",10791.0,"NJimB4NJGeZvqduBS"
"Molly's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk16",10329.0,"insQsxRd2CxfM4Bwn"
"Monique's poster",1000.0,250.0,"Gray","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat11",10820.0,"fk94HYBhoFD43dyg6"
"Monty's poster",1000.0,250.0,"Gray","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk04",10494.0,"oB66Qn8dJXynGwSq2"
"Moose's poster",1000.0,250.0,"Yellow","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus14",10387.0,"NffRTDwwk9ZgHxPfr"
"Mott's poster",1000.0,250.0,"Purple","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlLon06",10525.0,"8D7rDprK2wPhDrqXX"
"Muffy's poster",1000.0,250.0,"Green","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp12",10320.0,"nSY846smvcW8njJWb"
"Murphy's poster",1000.0,250.0,"Pink","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr07",10624.0,"sAN9iY3CkvTgBZNSf"
"My Melody poster",1000.0,250.0,"Black","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer10",11125.0,"NkGhj9wEKEz9WDn4r"
"Nan's poster",1000.0,250.0,"Pink","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGoa01",10397.0,"kDef5hy9Jwpp78TwA"
"Nana's poster",1000.0,250.0,"Blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk01",10371.0,"wXtLJdh96jjfk3qAr"
"Naomi's poster",1000.0,250.0,"Green","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCow07",10551.0,"CYQTwqw2jD7m4hqDo"
"Nat's poster",1000.0,250.0,"Green","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpChm",10344.0,"GatATgRPew2fbhLqZ"
"Nate's poster",1000.0,250.0,"Green","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea05",10821.0,"3ba3633qemEjrp6Gr"
"Nibbles's poster",1000.0,250.0,"Light blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu04",10584.0,"dh87Y3CghjDFEyC5g"
"Norma's poster",1000.0,250.0,"Brown","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCow06",10642.0,"TnzkjhqiNBJNt52fB"
"O'Hare's poster",1000.0,250.0,"Red","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt15",10595.0,"69E4TGxBfYuFSZ3HW"
"Octavian's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOcp00",10662.0,"xt366zvNGkh9k8RRq"
"Olaf's poster",1000.0,250.0,"Gray","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlAnt09",10801.0,"rQRn8zwk8TYt74wEj"
"Olive's poster",1000.0,250.0,"White","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr09",10646.0,"QbAbpgX27ZiwGpHfg"
"Olivia's poster",1000.0,250.0,"Green","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat03",10774.0,"BJ36te5Fi3TLg7up8"
"Opal's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp00",10667.0,"pfSG4h38oqXXjX75y"
"Ozzie's poster",1000.0,250.0,"Brown","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal05",10349.0,"Bxtk7wH46nTdfoDm2"
"Pancetti's poster",1000.0,250.0,"Green","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig16",10314.0,"cqmJyPDrG3zphjDmw"
"Pango's poster",1000.0,250.0,"Pink","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlAnt02",10420.0,"T74Khp6MHyMZz7wQR"
"Paolo's poster",1000.0,250.0,"White","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp05",10607.0,"9RXWnBpXqP69P29Am"
"Papi's poster",1000.0,250.0,"Red","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs12",10564.0,"gFuSpPgzK3qhRxpMd"
