"name","variation","diy","buy","sell","color_1","color_2","size","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","primary_shape","secondary_shape","filename","internal_id","unique_entry_id"
"magical dress","Yellow","No","3180",795.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical1",8692.0,"JBkz46v5DQvstthiP"
"magical dress","Green","No","3180",795.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical2",8693.0,"b4ipAuYxn5gbFLzsh"
"magical dress","Blue","No","3180",795.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical3",8694.0,"Btsjhvg2PYCfYKYxS"
"magical dress","Red","No","3180",795.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical4",8695.0,"G9LgQDtBWTyfM6Evh"
"magical dress","Purple","No","3180",795.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical5",8696.0,"L8DZpgbiKS4yuoCJm"
"magical dress","Black","No","3180",795.0,"Black","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical6",8697.0,"nne2FnotGSuXowGG8"
"magical dress","Light blue","No","3180",795.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMagical7",8698.0,"25aDALwaeRWazmfLi"
"maid dress","Black","No","2320",580.0,"Black","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid0",3138.0,"opsgnAYr7BWuPmnvP"
"maid dress","Green","No","2320",580.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid1",8256.0,"J7pP8mhkogduciE9S"
"maid dress","Red","No","2320",580.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid2",8257.0,"FED5piTDHkEZJKfvj"
"maid dress","Brown","No","2320",580.0,"Brown","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid3",8258.0,"L99wRh27xHSrFfXpr"
"maid dress","Mint","No","2320",580.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid4",8259.0,"wJjDaTnbkwFndZ33r"
"maid dress","Pink","No","2320",580.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid5",8260.0,"PPmKnfiZagY2CZhuc"
"maid dress","Purple","No","2320",580.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid6",8261.0,"29KuwjqwwDkySSbZb"
"maid dress","Yellow","No","2320",580.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; formal; theatrical; work","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHMaid7",8262.0,"r6GD27abYW7peC2BY"
"marble-dots dress","Black","No","1500",375.0,"Black","Colorful","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; fairy tale; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNMarbledot0",8187.0,"xohNztJMb4ayQ3dAF"
"marble-dots dress","White","No","1500",375.0,"White","Colorful","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; fairy tale; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNMarbledot1",8295.0,"cjRfpfLu7smunSHFE"
"marble-print dress","Blue","No","1500",375.0,"Blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","party","Yes","For sale","Box","L","TopsTexOnepieceBoxLMarble0",4655.0,"okcLKxrRcQuenTaEP"
"marble-print dress","Pink","No","1500",375.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","party","Yes","For sale","Box","L","TopsTexOnepieceBoxLMarble1",7926.0,"DN36kJxQTjhHLDrQg"
"marble-print dress","Green","No","1500",375.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","party","Yes","For sale","Box","L","TopsTexOnepieceBoxLMarble2",7927.0,"AuHXDegW9WiCNhoHL"
"marble-print dress","Orange","No","1500",375.0,"Orange","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","party","Yes","For sale","Box","L","TopsTexOnepieceBoxLMarble3",7928.0,"2WzYimKaSgLB9ukxD"
"marble-print dress","Purple","No","1500",375.0,"Purple","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","party","Yes","For sale","Box","L","TopsTexOnepieceBoxLMarble4",7929.0,"6x8QQugkZA688onnL"
"mariachi clothing","Navy blue","No","2520",630.0,"Blue","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMariachi0",4653.0,"XAcKC4pz5YukXWx7f"
"mariachi clothing","Green","No","2520",630.0,"Green","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMariachi1",8164.0,"ivGMt6K4YMPdoT4Lk"
"mariachi clothing","Beige","No","2520",630.0,"Beige","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMariachi2",8165.0,"eZ5SS7mHGNh2ZTkZd"
"mariachi clothing","Red","No","2520",630.0,"Red","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMariachi3",8166.0,"fCeS9kcr2wm9CtdZh"
"mariachi clothing","Blue","No","2520",630.0,"Blue","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMariachi4",8167.0,"deYnW8L9jPKMFKZz2"
"mariachi clothing","Orange","No","2520",630.0,"Orange","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMariachi5",8168.0,"oAPyFhNRiTCRpAvRT"
"maxi shirtdress","Yellow","No","2000",500.0,"Yellow","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","B-long","L","TopsTexOnepieceBlongLShirt0",4520.0,"YPw4YpsNHHbxnPaCE"
"maxi shirtdress","Red","No","2000",500.0,"Red","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","B-long","L","TopsTexOnepieceBlongLShirt1",8957.0,"yDjGf96jFz2so3TPa"
"maxi shirtdress","Green","No","2000",500.0,"Green","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","B-long","L","TopsTexOnepieceBlongLShirt2",8958.0,"HYLavQz68WzxfQKdB"
"maxi shirtdress","Light blue","No","2000",500.0,"Light blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","B-long","L","TopsTexOnepieceBlongLShirt3",8959.0,"ESxKoZscuTsiH6WyL"
"maxi shirtdress","White","No","2000",500.0,"Beige","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; comfy","Yes","For sale","B-long","L","TopsTexOnepieceBlongLShirt4",8960.0,"5JF4Y3A48jFKh8doW"
"maxi shirtdress","Pink","No","2000",500.0,"Pink","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","B-long","L","TopsTexOnepieceBlongLShirt5",8961.0,"AjiN56SwoCqHkHZsZ"
"miko attire","Vermilion","No","2240",560.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","work","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLMiko0",4292.0,"NjHTjzaiHdqoXogAH"
"miko attire","Aqua","No","2240",560.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","work","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLMiko1",8981.0,"hAij9g8M4euTjrbnb"
"milkmaid dress","Red","No","2520",630.0,"Black","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal","Yes","For sale","Dress","H","TopsTexOnepieceDressHHolland0",3614.0,"uXEKnw59jPiZGZ4gp"
"milkmaid dress","Green","No","2520",630.0,"Black","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal","Yes","For sale","Dress","H","TopsTexOnepieceDressHHolland1",8157.0,"if6SBvXZQW5SS2R26"
"milkmaid dress","Blue","No","2520",630.0,"Black","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal","Yes","For sale","Dress","H","TopsTexOnepieceDressHHolland2",8158.0,"7wCbihbHHdoT74igZ"
"moldy dress","Beige","No","NFS",10.0,"Beige","Beige","1x1","Recycle bin",,"All Year","No","1.0.0","Simple","goth","Yes","Not for sale","A-line","L","TopsTexOnepieceAlineLMold",3576.0,"B6TTpjT9YNZameCnb"
"morning-glory yukata","Aqua","No","2280",570.0,"Light blue","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","fairy tale; comfy; vacation","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLAsagao0",5823.0,"ovPnm94CF9eyEEYD9"
"morning-glory yukata","White","No","2280",570.0,"White","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Elegant","fairy tale; comfy; vacation","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLAsagao1",8999.0,"gktQnAHZcNrRjf5v6"
"morning-glory yukata","Pale green","No","2280",570.0,"Light blue","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","fairy tale; comfy; vacation","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLAsagao2",9000.0,"utevZQTHvWZBd5i78"
"morning-glory yukata","Dark blue","No","2280",570.0,"Blue","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","fairy tale; comfy; vacation","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLAsagao3",9001.0,"EHEshJiageFZtpix7"
"mummy outfit","White","No","700",175.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","fairy tale; goth","Yes","For sale","Overall","L","TopsTexOnepieceOverallLMummyWhite",3607.0,"9zaYNEyjkhB5ChXMy"
"mysterious dress","Purple","No","3120",780.0,"Purple","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","goth; party","Yes","For sale","A-long","L","TopsTexOnepieceAlongLGothic0",3573.0,"AcckzAPyQK4WKneWr"
"mysterious dress","Black","No","3120",780.0,"Black","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cool","goth; party","Yes","For sale","A-long","L","TopsTexOnepieceAlongLGothic1",8689.0,"EzGa33HsPQNrmHium"
"mysterious dress","Red","No","3120",780.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","goth; party","Yes","For sale","A-long","L","TopsTexOnepieceAlongLGothic2",8690.0,"jSJzGQixbbwo2wWfQ"
"nightgown","Blue","No","2100",525.0,"Light blue","Light blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; comfy","Yes","For sale","A-long","H","TopsTexOnepieceAlongHNegligee0",4248.0,"byuqvWe9CiMKxn5ay"
"nightgown","Pink","No","2100",525.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; comfy","Yes","For sale","A-long","H","TopsTexOnepieceAlongHNegligee1",8137.0,"G6cSQ93y2DfsmsH6X"
"nightgown","Purple","No","2100",525.0,"Purple","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; comfy","Yes","For sale","A-long","H","TopsTexOnepieceAlongHNegligee2",11935.0,"pbfzdWPFvKP5zGnWA"
"nightgown","Beige","No","2100",525.0,"Beige","Beige","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; comfy","Yes","For sale","A-long","H","TopsTexOnepieceAlongHNegligee3",11936.0,"LMFakHLXNcBMMgo9G"
"nightgown","White","No","2100",525.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; comfy","Yes","For sale","A-long","H","TopsTexOnepieceAlongHNegligee4",11937.0,"oPw2k7S7sCe7TgAgT"
"ninja costume","Dark blue","No","2240",560.0,"Blue","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja0",3460.0,"LZmhk7rGGAerTLhHB"
"ninja costume","Gray","No","2240",560.0,"Black","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja1",9207.0,"L5DMqaRcGqLyfecMH"
"ninja costume","Red","No","2240",560.0,"Red","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja2",9208.0,"yjpHb8bANNeGM89Dc"
"ninja costume","Purple","No","2240",560.0,"Purple","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja3",9209.0,"Ak7wkzEWgnGSB87eJ"
"ninja costume","Aqua","No","2240",560.0,"Light blue","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja4",9210.0,"x53YPySTh3B7hxBZT"
"ninja costume","Green","No","2240",560.0,"Green","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja5",9211.0,"CgKTdtnNohXqqML5P"
"ninja costume","Yellow","No","2240",560.0,"Yellow","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja6",9212.0,"eyWgq5MpH3DPMxk6H"
"ninja costume","Orange","No","2240",560.0,"Orange","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLNinja7",9213.0,"4oqZKviYFhx64kQBN"
"noble dress","Green","No","5200",1300.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble0",5798.0,"3MAj5E69dFpmd5kKu"
"noble dress","Ruby red","No","5200",1300.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble1",7426.0,"2j29HRzvFsfzGu7TT"
"noble dress","White","No","5200",1300.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble2",7427.0,"5HrToGYJ9soahyvK2"
"noble dress","Blue","No","5200",1300.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble3",7428.0,"hEShS9mdw5DBbyvj4"
"noble dress","Black","No","5200",1300.0,"Black","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble4",7429.0,"DWyDKcacuNvBk2wHf"
"noble dress","Purple","No","5200",1300.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble5",7430.0,"isHhNNktbHyoCZsDB"
"noble dress","Yellow","No","5200",1300.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble6",7431.0,"EBfJWQEJhTRBt5YCm"
"noble dress","Red","No","5200",1300.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLNoble7",7432.0,"3vmf9dBa7Ye4nx94M"
"noble zap suit","Pink","No","2760",690.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine0",3159.0,"bjuJ6nL74NbJoGJQs"
"noble zap suit","Blue","No","2760",690.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine1",9481.0,"Q9pFEoAeaZ5GL3zTg"
"noble zap suit","Green","No","2760",690.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine2",9482.0,"4xF2FcggyuqQmSkcb"
"noble zap suit","Red","No","2760",690.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine3",9483.0,"LfC8sSxGxjSWRCojv"
"noble zap suit","Yellow","No","2760",690.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine4",9484.0,"vLXTKQkyCayui6oPQ"
"noble zap suit","Black","No","2760",690.0,"Black","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine5",9485.0,"RxE8eE7oWSzha2azs"
"noble zap suit","Silver","No","2760",690.0,"Gray","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine6",9486.0,"7AMJcaqTCzK8ymKg5"
"noble zap suit","White","No","2760",690.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","fairy tale; theatrical; work","Yes","For sale","A-line","L","TopsTexOnepieceAlineLHeroine7",9487.0,"bxpAkQgfGH8Hu3Az3"
"nurse's dress uniform","Pink","No","2200",550.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","Box","H","TopsTexOnepieceBoxHNurse0",3347.0,"KoRLxhbH9HcPtTstZ"
"nurse's dress uniform","White","No","2200",550.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","Box","H","TopsTexOnepieceBoxHNurse1",7792.0,"aQoLvyKfKHh8t8ZoC"
"nurse's dress uniform","Blue","No","2200",550.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","Box","H","TopsTexOnepieceBoxHNurse2",7793.0,"WCR64RSgwSQFdwdwz"
"office uniform","Blue","No","1600",400.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; work","Yes","For sale","Box","L","TopsTexOnepieceBoxLOffice0",4336.0,"CHr7QHcteceHeRKDq"
"office uniform","Pink","No","1600",400.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; work","Yes","For sale","Box","L","TopsTexOnepieceBoxLOffice1",9030.0,"a4tX93FxmaMvetYTK"
"office uniform","Gray","No","1600",400.0,"Gray","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; work","Yes","For sale","Box","L","TopsTexOnepieceBoxLOffice2",9031.0,"bJgB57F4KgCoZEpwf"
"old commoner's kimono","Golden yellow","No","1920",480.0,"Yellow","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLShitamachi0",5801.0,"sm4SqwzM6mCfrNxpQ"
"old commoner's kimono","Blue","No","1920",480.0,"Blue","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLShitamachi1",8996.0,"cpiNa3XwYbc7ss94M"
"old commoner's kimono","Green","No","1920",480.0,"Green","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLShitamachi2",8997.0,"uhHHyR25aWHM2kdWy"
"old commoner's kimono","Red","No","1920",480.0,"Red","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLShitamachi3",8998.0,"BzjTwgR5a75zrnhvg"
"orange dress","Orange","Yes","NFS",1600.0,"Orange","Yellow","1x1","Crafting",,"All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","Not for sale","A-line","N","TopsTexOnepieceAlineNOrange",3288.0,"8m2LZar64pBxMzkP9"
"overall dress","Denim","No","2000",500.0,"Blue","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday","Yes","For sale","Box","H","TopsTexOnepieceBoxHJumperskirt0",3059.0,"eozpEh54SWuKonthQ"
"overall dress","Yellow","No","2000",500.0,"Yellow","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday","Yes","For sale","Box","H","TopsTexOnepieceBoxHJumperskirt1",4164.0,"MBaBuo7n332se5hpy"
"overall dress","Beige","No","2000",500.0,"Beige","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday","Yes","For sale","Box","H","TopsTexOnepieceBoxHJumperskirt2",4165.0,"i9JWQoWRCFxjpQwLQ"
"overall dress","Red","No","2000",500.0,"Red","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday","Yes","For sale","Box","H","TopsTexOnepieceBoxHJumperskirt3",4166.0,"MCCfWRuJBeqQH9YfJ"
"overall dress","Green","No","2000",500.0,"Green","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday","Yes","For sale","Box","H","TopsTexOnepieceBoxHJumperskirt4",9012.0,"xhsDpu4bcn5B8eSr6"
"oversized print dress","Pink","No","1800",450.0,"Pink","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","party; vacation","Yes","For sale","Box","N","TopsTexOnepieceBoxNStandard0",4556.0,"Z9DZhJNquxP5Q84fj"
"oversized print dress","Blue","No","1800",450.0,"Blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","party; vacation","Yes","For sale","Box","N","TopsTexOnepieceBoxNStandard1",7917.0,"MTQs5rCo8TsDLS4xX"
"oversized print dress","Green","No","1800",450.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","party; vacation","Yes","For sale","Box","N","TopsTexOnepieceBoxNStandard2",7918.0,"nXEJa62GiLMSp8nER"
"oversized print dress","Brown","No","1800",450.0,"Brown","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","party; vacation","Yes","For sale","Box","N","TopsTexOnepieceBoxNStandard3",7919.0,"uF57PFc67HxykCaSd"
"oversized print dress","Orange","No","1800",450.0,"Orange","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","party; vacation","Yes","For sale","Box","N","TopsTexOnepieceBoxNStandard4",7920.0,"YBzq9qZf4Frd5T7Jg"
"oversized print dress","Beige","No","1800",450.0,"Beige","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","party; vacation","Yes","For sale","Box","N","TopsTexOnepieceBoxNStandard5",7921.0,"3o3hBZaLdaE7psyrW"
