"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"laptop","White","NA","Online shopping","Screen","No","No","Yes","7","70000",17500.0,"White","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_2_4","2_4",1850.0,"4cCjnDqkocx7fxz3L"
"laptop","White","NA","Chat tool","Screen","No","No","Yes","7","70000",17500.0,"White","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_2_5","2_5",1850.0,"Jmhz2FBKLphWGngHF"
"laptop","Red","NA","Desktop","Screen","No","No","Yes","7","70000",17500.0,"Red","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_3_0","3_0",1850.0,"aeMY3aF66mC8v5bsM"
"laptop","Red","NA","Search engine","Screen","No","No","Yes","7","70000",17500.0,"Red","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_3_1","3_1",1850.0,"HnKah3cqTDCy53NZN"
"laptop","Red","NA","Calculations","Screen","No","No","Yes","7","70000",17500.0,"Red","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_3_2","3_2",1850.0,"pmddq2GcoK7CrdSyj"
"laptop","Red","NA","Web browsing","Screen","No","No","Yes","7","70000",17500.0,"Red","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_3_3","3_3",1850.0,"uth2tWWhBjYj8GTHS"
"laptop","Red","NA","Online shopping","Screen","No","No","Yes","7","70000",17500.0,"Red","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_3_4","3_4",1850.0,"fMfn8E4rCigpnv6FB"
"laptop","Red","NA","Chat tool","Screen","No","No","Yes","7","70000",17500.0,"Red","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_3_5","3_5",1850.0,"bs5ib8cgonvbxevEC"
"laptop","Pink","NA","Desktop","Screen","No","No","Yes","7","70000",17500.0,"Pink","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_4_0","4_0",1850.0,"bZKGXMr8o9avMdNbh"
"laptop","Pink","NA","Search engine","Screen","No","No","Yes","7","70000",17500.0,"Pink","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_4_1","4_1",1850.0,"2P4xpEofdNmWeHN6g"
"laptop","Pink","NA","Calculations","Screen","No","No","Yes","7","70000",17500.0,"Pink","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_4_2","4_2",1850.0,"RwLxBu6EeKyWvB6Jg"
"laptop","Pink","NA","Web browsing","Screen","No","No","Yes","7","70000",17500.0,"Pink","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_4_3","4_3",1850.0,"WEF9NdyRNbKW4mJmF"
"laptop","Pink","NA","Online shopping","Screen","No","No","Yes","7","70000",17500.0,"Pink","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_4_4","4_4",1850.0,"LTDHXC9npfAyvbEge"
"laptop","Pink","NA","Chat tool","Screen","No","No","Yes","7","70000",17500.0,"Pink","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_4_5","4_5",1850.0,"ARC7oNi3FysWPAgnE"
"laptop","Blue","NA","Desktop","Screen","No","No","Yes","7","70000",17500.0,"Blue","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_5_0","5_0",1850.0,"GwHk2YaFmA4zbh3dm"
"laptop","Blue","NA","Search engine","Screen","No","No","Yes","7","70000",17500.0,"Blue","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_5_1","5_1",1850.0,"45zYXfNb3ebFABXYL"
"laptop","Blue","NA","Calculations","Screen","No","No","Yes","7","70000",17500.0,"Blue","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_5_2","5_2",1850.0,"AzzNgngmkYjDDqH9G"
"laptop","Blue","NA","Web browsing","Screen","No","No","Yes","7","70000",17500.0,"Blue","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_5_3","5_3",1850.0,"73jb4tLqsHwT334S4"
"laptop","Blue","NA","Online shopping","Screen","No","No","Yes","7","70000",17500.0,"Blue","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_5_4","5_4",1850.0,"QL884HRGdZycwKNjk"
"laptop","Blue","NA","Chat tool","Screen","No","No","Yes","7","70000",17500.0,"Blue","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_5_5","5_5",1850.0,"qu6uintpYu6CGZnhr"
"laptop","Gold","NA","Desktop","Screen","No","No","Yes","7","70000",17500.0,"Beige","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_6_0","6_0",1850.0,"32D7tDG8KkvL4RQP8"
"laptop","Gold","NA","Search engine","Screen","No","No","Yes","7","70000",17500.0,"Beige","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_6_1","6_1",1850.0,"EPXxG8RJbXtgivCpR"
"laptop","Gold","NA","Calculations","Screen","No","No","Yes","7","70000",17500.0,"Beige","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_6_2","6_2",1850.0,"stv9GYgcPf5xN9dsL"
"laptop","Gold","NA","Web browsing","Screen","No","No","Yes","7","70000",17500.0,"Beige","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_6_3","6_3",1850.0,"rDerP5Xq2rEcJpuDe"
"laptop","Gold","NA","Online shopping","Screen","No","No","Yes","7","70000",17500.0,"Beige","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_6_4","6_4",1850.0,"Cv6K8aSDEqEe2aTJK"
"laptop","Gold","NA","Chat tool","Screen","No","No","Yes","7","70000",17500.0,"Beige","Colorful","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","office","living room","None","None","Yes","Office","No","Does not play music","Monitor","For sale","FtrLaptop_Remake_6_5","6_5",1850.0,"cdtJukj9MRRNFhPhL"
"LCD TV (20 in.)","Black","NA","NA","NA","No","No","No","NA","60000",15000.0,"Black","Black","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_0_0","0_0",3333.0,"5AwaWx3RHA5RDZEjW"
"LCD TV (20 in.)","White","NA","NA","NA","No","No","No","NA","60000",15000.0,"White","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_1_0","1_0",3333.0,"iL9sPPTYrY7vn2PdT"
"LCD TV (20 in.)","Silver","NA","NA","NA","No","No","No","NA","60000",15000.0,"Gray","Gray","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_2_0","2_0",3333.0,"d6raGPQp2sD9M9e2J"
"LCD TV (20 in.)","Red","NA","NA","NA","No","No","No","NA","60000",15000.0,"Red","Red","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_3_0","3_0",3333.0,"ddvPq8gegGh6mnFCe"
"LCD TV (20 in.)","Yellow","NA","NA","NA","No","No","No","NA","60000",15000.0,"Yellow","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_4_0","4_0",3333.0,"yzaxgspFkwoPhaKA4"
"LCD TV (20 in.)","Blue","NA","NA","NA","No","No","No","NA","60000",15000.0,"Blue","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_5_0","5_0",3333.0,"XAb6gdPPFCuAGzK3J"
"LCD TV (20 in.)","Pink","NA","NA","NA","No","No","No","NA","60000",15000.0,"Pink","Pink","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_6_0","6_0",3333.0,"pMCEqH5mDfd7gQz8L"
"LCD TV (20 in.)","Light blue","NA","NA","NA","No","No","No","NA","60000",15000.0,"Light blue","Light blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV20inch_Remake_7_0","7_0",3333.0,"zRNhtxeEnzZFK5ZRu"
"LCD TV (50 in.)","Black","NA","NA","NA","No","No","No","NA","99000",24750.0,"Black","Black","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV50inch_Remake_0_0","0_0",3252.0,"R2eBACAgTNphGihYi"
"LCD TV (50 in.)","White","NA","NA","NA","No","No","No","NA","99000",24750.0,"White","White","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV50inch_Remake_1_0","1_0",3252.0,"SdqtMEWfNyEYkhRBy"
"LCD TV (50 in.)","Silver","NA","NA","NA","No","No","No","NA","99000",24750.0,"Gray","Gray","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV50inch_Remake_2_0","2_0",3252.0,"6sD4Zk7KLvDLNr8Nd"
"LCD TV (50 in.)","Red","NA","NA","NA","No","No","No","NA","99000",24750.0,"Red","Red","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV50inch_Remake_3_0","3_0",3252.0,"sL8nqnJTE5CNDWq5h"
"LCD TV (50 in.)","Blue","NA","NA","NA","No","No","No","NA","99000",24750.0,"Blue","Blue","2x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","living room","None","None","None","Yes","TV","No","Does not play music","Monitor","For sale","FtrTV50inch_Remake_4_0","4_0",3252.0,"ddfeADCumyWQQtftM"
"Libra scale","NA","NA","NA","NA","Yes","No","No","NA","NFS",21750.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","expensive","None","stars","None","Yes","Facility Decor","No","Does not play music","No lighting","Not for sale","FtrZodiacLibra","NA",3774.0,"Cx5Jj9MPPBHikMv9D"
"life ring","Red","NA","NA","NA","No","No","No","NA","360",90.0,"Red","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Chair","Yes","Does not play music","No lighting","For sale","FtrLifebelt_Remake_0_0","0_0",7148.0,"qkZPidCjKfFEc8y3d"
"life ring","Blue","NA","NA","NA","No","No","No","NA","360",90.0,"Blue","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Chair","Yes","Does not play music","No lighting","For sale","FtrLifebelt_Remake_1_0","1_0",7148.0,"39imQZhzL9TJwws3o"
"life ring","Yellow","NA","NA","NA","No","No","No","NA","360",90.0,"Yellow","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Chair","Yes","Does not play music","No lighting","For sale","FtrLifebelt_Remake_2_0","2_0",7148.0,"KoLPYWE6QKFDQSDkm"
"life ring","Orange","NA","NA","NA","No","No","No","NA","360",90.0,"Orange","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Chair","Yes","Does not play music","No lighting","For sale","FtrLifebelt_Remake_3_0","3_0",7148.0,"C2Dw6LQR3AvMLYLmQ"
"loach model","NA","NA","NA","NA","No","No","No","NA","NFS",1200.0,"Brown","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishDojouToy","NA",6944.0,"Gz3jCfbgNgGuQ26HK"
"long locust model","NA","NA","NA","NA","No","No","No","NA","NFS",600.0,"Green","Green","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectShoryobattaToy","NA",7097.0,"rTARA7nZKYi9tv8op"
"lucky cat","White","Variation","NA","NA","No","Yes","No","3","NFS",1675.0,"White","Yellow","1x1","Gulliver",,"1.0.0","folk art","zen-style","None","None","No","Shop","No","Does not play music","No lighting","Not for sale","FtrManekineko_Remake_0_0","0_0",131.0,"zKpmmPT8YR7AQic6t"
"lucky cat","Black","Variation","NA","NA","No","Yes","No","3","NFS",1675.0,"Black","Yellow","1x1","Gulliver",,"1.0.0","folk art","zen-style","None","None","No","Shop","No","Does not play music","No lighting","Not for sale","FtrManekineko_Remake_1_0","1_0",131.0,"qt7DaTSaQydteXm72"
"lucky gold cat","NA","NA","NA","NA","Yes","No","No","NA","NFS",21675.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","expensive","None","None","None","No","Shop","No","Does not play music","No lighting","Not for sale","FtrManekinekoGold","NA",9814.0,"uu8FDyp2Z99SqqD8i"
"M. sunset moth model","NA","NA","NA","NA","No","No","No","NA","NFS",7500.0,"Green","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectNishikiohtsubamegaToy","NA",7117.0,"ZraXD3ktk7uDQe5ka"
"magazine","NA","NA","Food","Feature","No","No","Yes","1","210",52.0,"White","Yellow","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_0","0_0",3586.0,"ubFRtmXtA5tPzZu67"
"magazine","NA","NA","Cars","Feature","No","No","Yes","1","210",52.0,"White","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_1","0_1",3586.0,"jp8LMYNvKuuzHMQmk"
"magazine","NA","NA","Fashion","Feature","No","No","Yes","1","210",52.0,"White","Purple","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_2","0_2",3586.0,"HWAKztLbE26R24E3B"
"magazine","NA","NA","Outdoors","Feature","No","No","Yes","1","210",52.0,"White","Blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_3","0_3",3586.0,"jqGwP9z9ET7PmMjzJ"
"magazine","NA","NA","Resorts","Feature","No","No","Yes","1","210",52.0,"White","Light blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_4","0_4",3586.0,"T6RRkWuSRGjQRzJxg"
"magazine","NA","NA","Music","Feature","No","No","Yes","1","210",52.0,"White","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_5","0_5",3586.0,"i8QEQcS7u9NNHfErk"
"magazine","NA","NA","Pop stars","Feature","No","No","Yes","1","210",52.0,"White","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrMagagineOpened_Remake_0_6","0_6",3586.0,"FNnGBX8fDGQYq3xEG"
"magazine rack","Natural","Body color","Café","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Blue","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_0","0_0",1032.0,"Wo4yYZbKaqdwdqZ7M"
"magazine rack","Natural","Body color","Travel","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Red","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_1","0_1",1032.0,"AvB87oMQSiYZR9QwD"
"magazine rack","Natural","Body color","Fashion","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Gray","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_2","0_2",1032.0,"ktE9LyLDx8QtLWEtk"
"magazine rack","Natural","Body color","Sports","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_3","0_3",1032.0,"BJMuMLcRCtx5D4k57"
"magazine rack","Natural","Body color","Comics","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_4","0_4",1032.0,"LSJaDaSmM9etu3X7h"
"magazine rack","Natural","Body color","Kids","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Pink","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_5","0_5",1032.0,"cAHru2tWYhnttwET2"
"magazine rack","Natural","Body color","Weekly news","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Beige","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_0_6","0_6",1032.0,"HJZe3QeazMN5YvCuB"
"magazine rack","Orange","Body color","Café","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Blue","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_0","1_0",1032.0,"tTB373BydT6kevZGW"
"magazine rack","Orange","Body color","Travel","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Red","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_1","1_1",1032.0,"5YTXJt86SBcnLk6im"
"magazine rack","Orange","Body color","Fashion","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Gray","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_2","1_2",1032.0,"TdjSJ35oCKopgGaCr"
"magazine rack","Orange","Body color","Sports","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_3","1_3",1032.0,"xsMXLLEzdy2MrQMWR"
"magazine rack","Orange","Body color","Comics","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_4","1_4",1032.0,"Pi5Ykg6xPrQYYkirp"
"magazine rack","Orange","Body color","Kids","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Pink","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_5","1_5",1032.0,"MGB6SFrnQZZcqDRFK"
"magazine rack","Orange","Body color","Weekly news","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Orange","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_1_6","1_6",1032.0,"jtri7Qn8ccQpnmNBH"
"magazine rack","Brown","Body color","Café","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Blue","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_0","2_0",1032.0,"662Jbq3RLNgSxGJdY"
"magazine rack","Brown","Body color","Travel","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Red","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_1","2_1",1032.0,"HWtE8m3M3KfZkHD4f"
"magazine rack","Brown","Body color","Fashion","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Gray","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_2","2_2",1032.0,"79gtKZbMg2xN9rPHN"
"magazine rack","Brown","Body color","Sports","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_3","2_3",1032.0,"phgiNZCS82KjWSkNM"
"magazine rack","Brown","Body color","Comics","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_4","2_4",1032.0,"y6udXZKaamcgghk93"
"magazine rack","Brown","Body color","Kids","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Pink","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_5","2_5",1032.0,"7sYeGYvcdLhSnooSM"
"magazine rack","Brown","Body color","Weekly news","Magazine","Yes","Yes","Yes","2","NFS",690.0,"Brown","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_2_6","2_6",1032.0,"p24iNjZsjPAq2bWBr"
"magazine rack","White","Body color","Café","Magazine","Yes","Yes","Yes","2","NFS",690.0,"White","Blue","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_3_0","3_0",1032.0,"YwKrn7FGMKwMwExid"
"magazine rack","White","Body color","Travel","Magazine","Yes","Yes","Yes","2","NFS",690.0,"White","Red","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_3_1","3_1",1032.0,"m7ch8eZpMXxCY3MaX"
"magazine rack","White","Body color","Fashion","Magazine","Yes","Yes","Yes","2","NFS",690.0,"White","Gray","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_3_2","3_2",1032.0,"gy8kzDa7L6PfLe8AP"
"magazine rack","White","Body color","Sports","Magazine","Yes","Yes","Yes","2","NFS",690.0,"White","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_3_3","3_3",1032.0,"YEFjnGNwLxwmsNjWP"
"magazine rack","White","Body color","Comics","Magazine","Yes","Yes","Yes","2","NFS",690.0,"White","Colorful","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_3_4","3_4",1032.0,"GgZHrgqNjKrXWBbwL"
"magazine rack","White","Body color","Kids","Magazine","Yes","Yes","Yes","2","NFS",690.0,"White","Pink","1x1","Crafting",,"1.0.0","living room","shop","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagazinerack_Remake_3_5","3_5",1032.0,"2TXtK6DHHxQhkjbo6"
