"name","index_1","material_1","index_2","material_2","index_3","material_3","index_4","material_4","index_5","material_5","index_6","material_6","buy","sell","miles_price","source","source_notes","recipes_to_unlock","version","category","serial_id","internal_id","unique_entry_id"
"iron armor",8.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Dresses",981.0,640.0,"qMDWWFfXPFTMpGTpQ"
"iron closet",12.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",904.0,573.0,"PamdzQi8BcNbAqHmL"
"iron doorplate",2.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,50.0,"1.0.0","Wall-mounted",940.0,468.0,"ckD6nctsXhWjtaRmJ"
"iron fence",6.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",991.0,267.0,"6b9c3c3cRkfK3sqXu"
"iron frame",20.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",915.0,79.0,"hzFGkyKC77m5kAHSA"
"iron garden bench",8.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",902.0,63.0,"oDze7K3AbxFpni27M"
"iron garden chair",3.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Big sister villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",900.0,64.0,"GTMdcZkxvPs6tDdQZ"
"iron garden table",5.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Big sister villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",901.0,65.0,"LfmT6j46no2RNRXDi"
"iron hanger stand",3.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",906.0,365.0,"sFNTL2NeXckRLskP7"
"iron shelf",14.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",905.0,128.0,"McdRNpxXrk9xKkK4S"
"iron wall lamp",4.0,"iron nugget",2.0,"clay",,,,,,,,,"NFS",200.0,"NA","Wildest Dreams DIY","Purchase Wildest Dreams DIY from Nook's Cranny",0.0,"1.0.0","Wall-mounted",930.0,122.0,"b9KAgbNSetaJieTKp"
"iron wall rack",3.0,"iron nugget",1.0,"clay",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,50.0,"1.0.0","Wall-mounted",931.0,123.0,"DYTTSvnJoQAtBqSpL"
"iron wand",3.0,"iron nugget",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",999.0,540.0,"MYYovLTdmLov8y2hL"
"iron worktable",10.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",903.0,126.0,"yoWsZbmhYnfeXhTgr"
"iron-and-stone fence",6.0,"stone",3.0,"iron nugget",,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",891.0,555.0,"qe9qWWJB7wDbMLKTG"
"ironwood bed",20.0,"wood",10.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Housewares",1005.0,87.0,"Gs6r4jNYwqfyjcBAQ"
"ironwood cart",6.0,"wood",4.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Housewares",1001.0,85.0,"MdPCQSxd8CnBRe9Ac"
"ironwood chair",3.0,"wood",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Housewares",1000.0,83.0,"geDcbiFqc4L4eZojy"
"ironwood clock",2.0,"wood",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,50.0,"1.0.0","Wall-mounted",1040.0,94.0,"vWYzQ9pTSBH5Wbmmk"
"ironwood cupboard",12.0,"wood",6.0,"iron nugget",1.0,"ironwood dresser",,,,,,,"NFS",200.0,"NA","Snooty villagers",,100.0,"1.0.0","Housewares",1006.0,92.0,"bFD87nMsrphrQcGhi"
"ironwood DIY workbench",12.0,"wood",6.0,"iron nugget",1.0,"mini DIY workbench",,,,,,,"NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Housewares",1008.0,125.0,"qfemQxWGxbseGW4pR"
"ironwood dresser",7.0,"wood",4.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",1002.0,86.0,"zHZA38BSSukQPvfAx"
"ironwood kitchenette",4.0,"wood",3.0,"iron nugget",1.0,"ironwood dresser",1.0,"cutting board",,,,,"NFS",200.0,"NA","Wildest Dreams DIY","Purchase Wildest Dreams DIY from Nook's Cranny",0.0,"1.0.0","Housewares",1007.0,91.0,"Aws83WvmsMbK8mamt"
"ironwood low table",6.0,"wood",4.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",1004.0,84.0,"hZCJc27R4RDJwNj6y"
"ironwood table",12.0,"wood",6.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",1003.0,35.0,"kWp7B34ACYfXs4HEk"
"jail bars",5.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",912.0,435.0,"cQRevEHviBPSXaDRz"
"Jingle wall",5.0,"red ornament",5.0,"blue ornament",5.0,"gold ornament",5.0,"clay",,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Wallpaper",3450.0,291.0,"yHZv2YNkbKzqaCich"
"juicy-apple TV",10.0,"apple",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,100.0,"1.0.0","Housewares",1701.0,6.0,"gjc7Wju56JYDhkwvJ"
"jungle flooring",10.0,"clump of weeds",10.0,"clay",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Floors",1260.0,470.0,"8Dg67mD5L3628ZfXP"
"jungle wall",15.0,"clump of weeds",3.0,"wood",3.0,"hardwood",3.0,"softwood",,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Wallpaper",1250.0,326.0,"sKFxDKgEMLzZtPu7K"
"kettle bathtub",8.0,"iron nugget",2.0,"wood",1.0,"campfire",,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",916.0,490.0,"WJQG9QKBGGGyAiGxk"
"kettlebell",5.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Miscellaneous",913.0,600.0,"Mmspyi3WpibXgBh2u"
"key holder",3.0,"wood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,50.0,"1.0.0","Wall-mounted",480.0,437.0,"cXTKSu7vAHz2c3tmD"
"knight's helmet",5.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Headwear",980.0,641.0,"3u8tk4SyAemkHTRzz"
"knitted-grass backpack",20.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Bags",1288.0,636.0,"CoEssbnPs7xhuMbTF"
"ladder",4.0,"wood",4.0,"hardwood",4.0,"softwood",,,,,,,"NFS",200.0,"NA","Tom Nook; Nook's Cranny","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Tools",122.0,107.0,"QHAFqRRLE65RSvmQh"
"large cardboard boxes",5.0,"cardboard box",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",2136.0,611.0,"6eBT8zf9Fv2GWbZRk"
"lattice fence",8.0,"softwood",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",592.0,657.0,"LRSdBoRQia8MgkGRg"
"leaf",5.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Accessories",1280.0,261.0,"cJ9rqxsr9oZKrjHXJ"
"leaf campfire",3.0,"pine cone",5.0,"clump of weeds",3.0,"tree branch",,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Housewares",2903.0,509.0,"ziEwyR6mTntmTaKfX"
"leaf mask",10.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Headwear",1281.0,635.0,"ng67WBZo7rRfQSWDa"
"leaf stool",3.0,"maple leaf",3.0,"wood",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Maple Leaf Season",0.0,"1.0.0","Housewares",2904.0,519.0,"u2hwyRwKoRYdCHrHY"
"leaf umbrella",15.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Umbrellas",1282.0,456.0,"DyPomQRjemr3vjDQt"
"leaf-egg outfit",3.0,"leaf egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting leaf eggs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3767.0,680.0,"iJeXo3dJrybEpPEHw"
"leaf-egg shell",2.0,"leaf egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting leaf eggs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3766.0,679.0,"9Bf5xhQJQHvW8n8Jc"
"leaf-egg shoes",2.0,"leaf egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting leaf eggs","Only available during Bunny Day",0.0,"1.1.0a","Shoes",3768.0,681.0,"wKxwrd3MDWZDidSGp"
"Leo sculpture",3.0,"star fragment",2.0,"Leo fragment",2.0,"gold nugget",3.0,"stone",,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Wall-mounted",2304.0,407.0,"5QHREHAwKLPzLmmDi"
"Libra scale",3.0,"star fragment",2.0,"Libra fragment",2.0,"gold nugget",,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Miscellaneous",2306.0,132.0,"td7wJhwym4yZKy6tQ"
"light bamboo rug",6.0,"young spring bamboo",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Spring",0.0,"1.0.0","Rugs",2570.0,671.0,"QfT9N8GGPr4x3u9hH"
"lily crown",2.0,"red lilies",2.0,"yellow lilies",2.0,"white lilies",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3623.0,255.0,"kAqnCE6oFFAeZvYXN"
"lily record player",5.0,"white lilies",3.0,"iron nugget",3.0,"wood",,,,,,,"NFS",200.0,"NA","Cranky villagers",,50.0,"1.0.0","Housewares",3507.0,515.0,"Y9NXrLeRe8XHPFRDN"
"lily wand",1.0,"white lilies",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3677.0,530.0,"sKXdSX9eDXe7mEpxG"
"lily wreath",3.0,"white lilies",3.0,"red lilies",3.0,"yellow lilies",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3563.0,438.0,"T79DghfmPpWspJ9Eq"
"log bed",30.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Peppy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",338.0,119.0,"kCWnjzgmGXnkRY4Ww"
"log bench",5.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Normal villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",331.0,112.0,"AQwJbwnFqY9yQ2XJ4"
"log chair",8.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",336.0,117.0,"JiLieKMNcaY7QF8Zb"
"log decorative shelves",2.0,"log bench",3.0,"hardwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Housewares",339.0,114.0,"fKdr6A8t6WiZxXqco"
"log dining table",15.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Cranky villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",333.0,118.0,"TeyLyttsCPPGxsfgu"
"log extra-long sofa",2.0,"log chair",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Housewares",337.0,110.0,"LbsREdAkxGBWWFja2"
"log garden lounge",12.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Peppy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",335.0,113.0,"PDwJZtp2PN93N3NfZ"
"log pack",3.0,"wood",5.0,"hardwood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Bags",570.0,638.0,"fGoNxEDmgeZRehXXj"
"log round table",15.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",334.0,111.0,"aveZx5Dz7zLGfBiS7"
"log stakes",3.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Smug villagers",,0.0,"1.0.0","Housewares",341.0,412.0,"Wwp2YdfmcWaY9LdHK"
"log stool",4.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Peppy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",330.0,116.0,"KCkvMzSKZoAGpFFvX"
"log wall-mounted clock",2.0,"hardwood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,50.0,"1.0.0","Wall-mounted",340.0,115.0,"qAiYovJGN6oxwXWqY"
"lovely cosmos crown",3.0,"pink cosmos",3.0,"orange cosmos",,,,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Headwear",3607.0,250.0,"ud57HYkDcb9fpS3jN"
"lucky gold cat",2.0,"gold nugget",1.0,"lucky cat",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,100.0,"1.0.0","Miscellaneous",1107.0,578.0,"bKrB5YcmewKR5AWot"
"lunar lander",10.0,"star fragment",15.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2225.0,386.0,"jsL7MwKFFov5eWgcg"
"lunar rover",10.0,"star fragment",10.0,"iron nugget",4.0,"old tire",,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2226.0,373.0,"bu2WXQC6ajuQYYejk"
"lunar surface",5.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Floors",2261.0,478.0,"AbKXzqwJaJDmWnB9o"
"magazine rack",2.0,"magazine",4.0,"wood",,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,100.0,"1.0.0","Miscellaneous",2110.0,413.0,"8xG78nXxXkRwPuhqX"
"manga-library wall",10.0,"magazine",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,100.0,"1.0.0","Wallpaper",2112.0,316.0,"8JLp8kSxRMRChTXaT"
"manhole cover",3.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"800","Nook Miles Exchange",,0.0,"1.0.0","Housewares",917.0,277.0,"6Zi8pyz29evu2n464"
"maple-leaf pochette",6.0,"maple leaf",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Maple Leaf Season",0.0,"1.0.0","Bags",2981.0,631.0,"7uFqbJaQoW2doC3B3"
"maple-leaf pond stone",10.0,"stone",3.0,"maple leaf",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Maple Leaf Season",0.0,"1.0.0","Housewares",821.0,512.0,"eJQMX98oYAmryvgps"
"maple-leaf umbrella",7.0,"maple leaf",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Maple Leaf Season",0.0,"1.0.0","Umbrellas",2980.0,541.0,"MWAN27apJPewSFHiR"
"matryoshka",5.0,"softwood",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Miscellaneous",461.0,403.0,"ogWXGmNDThxbXqgMG"
"medicine",1.0,"wasp nest",3.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","All Villagers (while stung)",,0.0,"1.0.0","Other",130.0,567.0,"WLudgvjM44qWLprre"
"medium cardboard boxes",4.0,"cardboard box",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",2135.0,610.0,"Q9uBnt9n4okWbCgvg"
"mini DIY workbench",3.0,"wood",3.0,"hardwood",3.0,"softwood",2.0,"iron nugget",,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Housewares",301.0,82.0,"sLGJoXrKyqJ4bdhxb"
"modeling clay",2.0,"clay",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Miscellaneous",700.0,574.0,"Z7ycbJwgAh8HWaaSm"
"modern wood wall",5.0,"wood",5.0,"softwood",5.0,"hardwood",,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Wallpaper",520.0,320.0,"LqPaTaPEXdwvFhGKC"
"money flooring",50000.0,"bells",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,100.0,"1.0.0","Floors",2190.0,473.0,"6HtNgH3LKjQA5kxtg"
"moon",15.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2202.0,234.0,"5GevvAMTu6Lf7ueyE"
"mossy garden rock",15.0,"stone",15.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",807.0,647.0,"Fn45YxZCtsHx5u3t2"
"mountain standee",4.0,"wood",5.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",380.0,584.0,"zAFMi693PuR7nPnMs"
"mum crown",2.0,"red mums",2.0,"yellow mums",2.0,"white mums",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3603.0,258.0,"dm3bTGBfDYLSzWDHR"
"mum cushion",3.0,"yellow mums",10.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,50.0,"1.0.0","Housewares",3501.0,505.0,"fEBdSdvEG86vXefum"
"mum wreath",3.0,"white mums",3.0,"yellow mums",3.0,"red mums",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3543.0,231.0,"LS93qbKCcMQLExqMG"
"mums wand",1.0,"yellow mums",,,,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3671.0,531.0,"jbWRPr9kP6jXS3SLW"
"mush lamp",1.0,"skinny mushroom",5.0,"clay",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Housewares",3006.0,51.0,"vTR3yJt55jtNGdprm"
"mush log",2.0,"skinny mushroom",1.0,"log stool",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Housewares",3001.0,136.0,"FMN3xak2uqjTCo47s"
"mush low stool",2.0,"round mushroom",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Housewares",3000.0,220.0,"RZwmANPWaM7jntL5R"
"mush parasol",3.0,"flat mushroom",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Housewares",3007.0,139.0,"WwaYiBvDKvBJzD3Bg"
"mush partition",3.0,"skinny mushroom",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Housewares",3008.0,138.0,"J89MsT5JKW43XJ4r8"
"mush table",2.0,"flat mushroom",6.0,"wood",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Housewares",3003.0,32.0,"cECL9PSx9yNfPWNvW"
"mush umbrella",3.0,"flat mushroom",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Umbrellas",3080.0,648.0,"PT3wRG87hdFbt8kgG"
"mush wall",1.0,"elegant mushroom",1.0,"round mushroom",1.0,"skinny mushroom",1.0,"flat mushroom",,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Wallpaper",3051.0,308.0,"6HKBjFrzRdfY5PArn"
"mushroom wand",3.0,"skinny mushroom",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Tools",3090.0,536.0,"N9He3qRD3RjrqQeGG"
"mushroom wreath",10.0,"tree branch",1.0,"round mushroom",1.0,"skinny mushroom",1.0,"flat mushroom",,,,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Wall-mounted",3040.0,221.0,"5XfaKLorByDHGp9pi"
"music stand",8.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",405.0,215.0,"ZxTX2kZjDvZA3aT95"
"natural garden chair",6.0,"hardwood",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Tom Nook; Peppy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",373.0,80.0,"jaDD9msGTLXHRu2cB"
"natural garden table",9.0,"hardwood",3.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Tom Nook; Normal villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",375.0,224.0,"gRf7qMpExewtthEWH"
"natural mum wreath",10.0,"green mums",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Wall-mounted",3545.0,442.0,"p7kG7qim9jPGSwxtz"
"natural square table",4.0,"hardwood",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",374.0,670.0,"4nASdZyjax8qv3B8T"
"net",1.0,"flimsy net",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Pretty Good Tools Recipes","Purchase Pretty Good Tools Recipes via Nook Miles Redemption",0.0,"1.0.0","Tools",108.0,283.0,"FZBFrFQRtepzzWPFp"
"nova light",5.0,"star fragment",,,,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Miscellaneous",2200.0,429.0,"5RHPeNZ2mgin65Ny5"
"ocarina",5.0,"clay",,,,,,,,,,,"NFS",200.0,"NA","DIY for Beginners","Purchase DIY for Beginners at Nook's Cranny.",0.0,"1.0.0","Tools",133.0,218.0,"QzhL3j8Tgv2cNDZQe"
"oil-barrel bathtub",1.0,"oil barrel",1.0,"campfire",2.0,"stone",,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Housewares",2150.0,394.0,"kvTajEX5oeZ2DDyjt"
"old-fashioned washtub",3.0,"softwood",,,,,,,,,,,"NFS",200.0,"NA","DIY for Beginners","Purchase DIY for Beginners at Nook's Cranny",0.0,"1.0.0","Miscellaneous",464.0,195.0,"ebzFXSHFr3vGLoDSb"
"orange dress",8.0,"orange",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Dresses",1382.0,626.0,"kdDWtuakgMkxF8ohK"
"orange end table",10.0,"orange",4.0,"wood",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Housewares",1300.0,185.0,"XsnyjhPAFhghBQj7r"
"orange hat",5.0,"orange",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Headwear",1381.0,624.0,"yqpHcrzwzywbANi6S"
"orange rug",6.0,"orange",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Rugs",1370.0,544.0,"ACfErxWo9j2zKTe47"
"orange umbrella",7.0,"orange",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Umbrellas",1380.0,625.0,"ZFxY5TXjBeThpDkjy"
"orange wall",20.0,"orange",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Wallpaper",1350.0,303.0,"8rnfwGyLMaw5FTMQb"
"orange wall-mounted clock",10.0,"orange",2.0,"wood",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Wall-mounted",1330.0,184.0,"rJaAL5N8CQQ5dPd9y"
"ornament mobile",1.0,"red ornament",1.0,"blue ornament",1.0,"gold ornament",4.0,"tree branch",,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Wall-mounted",3430.0,433.0,"RaotMSgnPsgG6PKLu"
"ornament wreath",6.0,"blue ornament",2.0,"gold ornament",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Wall-mounted",3440.0,226.0,"rLcgugWkG2sntC7Lh"
"outdoor bath",20.0,"stone",1.0,"shovel",,,,,,,,,"NFS",200.0,"3000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",812.0,410.0,"9odpMYcPqYJvqQ9qs"
"outdoor picnic set",10.0,"cherry-blossom petal",,,,,,,,,,,"NFS",200.0,"NA","Balloons; Isabelle","Only available during Cherry-Blossom Season",0.0,"1.0.0","Housewares",2603.0,422.0,"uG5LkajvrX63DoMwC"
"palm-tree lamp",4.0,"coconut",4.0,"wood",4.0,"clay",,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",1801.0,575.0,"FcvtqX5qPrfTkDm7Z"
"pan flute",7.0,"young spring bamboo",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Spring",0.0,"1.0.0","Tools",134.0,398.0,"oEeGqoaMP9XdQE3NF"
"pansy crown",2.0,"red pansies",2.0,"yellow pansies",2.0,"white pansies",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3617.0,246.0,"X8taQdT4nzX6wvY3S"
"pansy table",5.0,"yellow pansies",3.0,"hardwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,50.0,"1.0.0","Housewares",3505.0,516.0,"7iYZ6YuJGjETcGF8A"
"pansy wand",1.0,"yellow pansies",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3675.0,527.0,"5NPaTGzE9ZCAryFmE"
"pansy wreath",3.0,"yellow pansies",3.0,"white pansies",3.0,"red pansies",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3557.0,230.0,"qPZnLEKoAZbQxXQiG"
"paw-print doorplate",3.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,50.0,"1.0.0","Wall-mounted",501.0,466.0,"S3f74cedig2pCxFHu"
"peach chair",10.0,"peach",5.0,"wood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Housewares",1500.0,187.0,"nCJGnLxvqbshrxxxD"
"peach dress",8.0,"peach",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Dresses",1582.0,618.0,"zmPZEvBG6yYGmeFBx"
"peach hat",5.0,"peach",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Headwear",1581.0,619.0,"iSQTJwDAeiFowjbt5"
"peach rug",6.0,"peach",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Rugs",1570.0,545.0,"qYQTQktpoWBckW63d"
